Date,Number of Records,Stock,Stock Value
10/1/2008,1,Msft,17.894207
11/3/2008,1,Msft,16.31312
12/1/2008,1,Msft,15.683832
1/2/2009,1,Msft,13.795963
2/2/2009,1,Msft,13.118857
3/2/2009,1,Msft,14.922194
4/1/2009,1,Msft,16.457466
5/1/2009,1,Msft,17.07699
6/1/2009,1,Msft,19.431309
7/1/2009,1,Msft,19.226942
8/3/2009,1,Msft,20.263988
9/1/2009,1,Msft,21.143602
10/1/2009,1,Msft,22.795959
11/2/2009,1,Msft,24.283903
12/1/2009,1,Msft,25.167404
1/4/2010,1,Msft,23.26829
2/1/2010,1,Msft,23.783585
3/1/2010,1,Msft,24.297915
4/1/2010,1,Msft,25.334867
5/3/2010,1,Msft,21.499313
6/1/2010,1,Msft,19.174389
7/1/2010,1,Msft,21.507647
8/2/2010,1,Msft,19.662037
9/1/2010,1,Msft,20.516544
10/1/2010,1,Msft,22.342844
11/1/2010,1,Msft,21.291639
12/1/2010,1,Msft,23.525322
1/3/2011,1,Msft,23.3736
2/1/2011,1,Msft,22.536688
3/1/2011,1,Msft,21.52771
4/1/2011,1,Msft,21.977087
5/2/2011,1,Msft,21.344511
6/1/2011,1,Msft,22.189415
7/1/2011,1,Msft,23.38423
8/1/2011,1,Msft,22.844763
9/1/2011,1,Msft,21.376169
10/3/2011,1,Msft,22.870525
11/1/2011,1,Msft,22.134188
12/1/2011,1,Msft,22.462999
1/3/2012,1,Msft,25.552095
2/1/2012,1,Msft,27.645195
3/1/2012,1,Msft,28.098108
4/2/2012,1,Msft,27.889072
5/1/2012,1,Msft,25.591
6/1/2012,1,Msft,26.818386
7/2/2012,1,Msft,25.836475
8/1/2012,1,Msft,27.199026
9/4/2012,1,Msft,26.263563
10/1/2012,1,Msft,25.186899
11/1/2012,1,Msft,23.685518
12/3/2012,1,Msft,23.765596
1/2/2013,1,Msft,24.424023
2/1/2013,1,Msft,24.940231
3/1/2013,1,Msft,25.666908
4/1/2013,1,Msft,29.695024
5/1/2013,1,Msft,31.529413
6/3/2013,1,Msft,31.20418
7/1/2013,1,Msft,28.764942
8/1/2013,1,Msft,30.386908
9/3/2013,1,Msft,30.277731
10/1/2013,1,Msft,32.21558
11/1/2013,1,Msft,34.953289
12/2/2013,1,Msft,34.293274
1/2/2014,1,Msft,34.68745
2/3/2014,1,Msft,35.381634
3/3/2014,1,Msft,37.856777
4/1/2014,1,Msft,37.311878
5/1/2014,1,Msft,38.077339
6/2/2014,1,Msft,38.784199
7/1/2014,1,Msft,40.142113
8/1/2014,1,Msft,42.517292
9/2/2014,1,Msft,43.387665
10/1/2014,1,Msft,43.939838
11/3/2014,1,Msft,45.026917
12/1/2014,1,Msft,43.746086
1/2/2015,1,Msft,38.048264
2/2/2015,1,Msft,41.591328
3/2/2015,1,Msft,38.565643
4/1/2015,1,Msft,46.134602
5/1/2015,1,Msft,44.735142
6/1/2015,1,Msft,42.148026
7/1/2015,1,Msft,44.582397
8/3/2015,1,Msft,41.820564
9/1/2015,1,Msft,42.531666
10/1/2015,1,Msft,50.584435
11/2/2015,1,Msft,52.579689
12/1/2015,1,Msft,53.672882
1/4/2016,1,Msft,53.295586
2/1/2016,1,Msft,49.57613
3/1/2016,1,Msft,53.814655
4/1/2016,1,Msft,48.59201
5/2/2016,1,Msft,52.003006
6/1/2016,1,Msft,50.207428
7/1/2016,1,Msft,55.613781
8/1/2016,1,Msft,56.730499
9/1/2016,1,Msft,56.868721
10/3/2016,1,Msft,59.159267
11/1/2016,1,Msft,59.896873
12/1/2016,1,Msft,61.765545
1/3/2017,1,Msft,64.737526
1/3/2007,1,Nflx,3.258571
2/1/2007,1,Nflx,3.218571
3/1/2007,1,Nflx,3.312857
4/2/2007,1,Nflx,3.167143
5/1/2007,1,Nflx,3.128572
6/1/2007,1,Nflx,2.77
7/2/2007,1,Nflx,2.461429
8/1/2007,1,Nflx,2.502857
9/4/2007,1,Nflx,2.964286
10/1/2007,1,Nflx,3.781429
11/1/2007,1,Nflx,3.3
12/3/2007,1,Nflx,3.802857
1/2/2008,1,Nflx,3.592857
2/1/2008,1,Nflx,4.511428
3/3/2008,1,Nflx,4.95
4/1/2008,1,Nflx,4.568572
5/1/2008,1,Nflx,4.337143
6/2/2008,1,Nflx,3.724286
7/1/2008,1,Nflx,4.412857
8/1/2008,1,Nflx,4.405715
9/2/2008,1,Nflx,4.411428
10/1/2008,1,Nflx,3.537143
11/3/2008,1,Nflx,3.282857
12/1/2008,1,Nflx,4.27
1/2/2009,1,Nflx,5.162857
2/2/2009,1,Nflx,5.177143
3/2/2009,1,Nflx,6.131429
4/1/2009,1,Nflx,6.472857
5/1/2009,1,Nflx,5.631429
6/1/2009,1,Nflx,5.905715
7/1/2009,1,Nflx,6.277143
8/3/2009,1,Nflx,6.232857
9/1/2009,1,Nflx,6.595714
10/1/2009,1,Nflx,7.635714
11/2/2009,1,Nflx,8.375714
12/1/2009,1,Nflx,7.87
1/4/2010,1,Nflx,8.892858
2/1/2010,1,Nflx,9.435715
3/1/2010,1,Nflx,10.534286
4/1/2010,1,Nflx,14.128572
5/3/2010,1,Nflx,15.878572
6/1/2010,1,Nflx,15.521428
7/1/2010,1,Nflx,14.65
8/2/2010,1,Nflx,17.931429
9/1/2010,1,Nflx,23.165714
10/1/2010,1,Nflx,24.795713
11/1/2010,1,Nflx,29.414286
12/1/2010,1,Nflx,25.1
1/3/2011,1,Nflx,30.582857
2/1/2011,1,Nflx,29.524286
3/1/2011,1,Nflx,33.968571
4/1/2011,1,Nflx,33.238571
5/2/2011,1,Nflx,38.685715
6/1/2011,1,Nflx,37.527142
7/1/2011,1,Nflx,37.998573
8/1/2011,1,Nflx,33.572857
9/1/2011,1,Nflx,16.181429
10/3/2011,1,Nflx,11.725715
11/1/2011,1,Nflx,9.218572
12/1/2011,1,Nflx,9.898571
1/3/2012,1,Nflx,17.171429
2/1/2012,1,Nflx,15.818571
3/1/2012,1,Nflx,16.434286
4/2/2012,1,Nflx,11.448571
5/1/2012,1,Nflx,9.062857
6/1/2012,1,Nflx,9.784286
7/2/2012,1,Nflx,8.121428
8/1/2012,1,Nflx,8.531428
9/4/2012,1,Nflx,7.777143
10/1/2012,1,Nflx,11.32
11/1/2012,1,Nflx,11.672857
12/3/2012,1,Nflx,13.227143
1/2/2013,1,Nflx,23.605715
2/1/2013,1,Nflx,26.868572
3/1/2013,1,Nflx,27.040001
4/1/2013,1,Nflx,30.867144
5/1/2013,1,Nflx,32.32143
6/3/2013,1,Nflx,30.155714
7/1/2013,1,Nflx,34.925713
8/1/2013,1,Nflx,40.558571
9/3/2013,1,Nflx,44.172855
10/1/2013,1,Nflx,46.068573
11/1/2013,1,Nflx,52.257141
12/2/2013,1,Nflx,52.595715
1/2/2014,1,Nflx,58.475716
2/3/2014,1,Nflx,63.66143
3/3/2014,1,Nflx,50.290001
4/1/2014,1,Nflx,46.005714
5/1/2014,1,Nflx,59.689999
6/2/2014,1,Nflx,62.942856
7/1/2014,1,Nflx,60.388573
8/1/2014,1,Nflx,68.234283
9/2/2014,1,Nflx,64.454285
10/1/2014,1,Nflx,56.110001
11/3/2014,1,Nflx,49.512856
12/1/2014,1,Nflx,48.80143
1/2/2015,1,Nflx,63.114285
2/2/2015,1,Nflx,67.844284
3/2/2015,1,Nflx,59.527142
4/1/2015,1,Nflx,79.5
5/1/2015,1,Nflx,89.151428
6/1/2015,1,Nflx,93.848572
7/1/2015,1,Nflx,114.309998
8/3/2015,1,Nflx,115.029999
9/1/2015,1,Nflx,103.260002
10/1/2015,1,Nflx,108.379997
11/2/2015,1,Nflx,123.330002
12/1/2015,1,Nflx,114.379997
1/4/2016,1,Nflx,91.839996
2/1/2016,1,Nflx,93.410004
3/1/2016,1,Nflx,102.230003
4/1/2016,1,Nflx,90.029999
5/2/2016,1,Nflx,102.57
6/1/2016,1,Nflx,91.480003
7/1/2016,1,Nflx,91.25
8/1/2016,1,Nflx,97.449997
9/1/2016,1,Nflx,98.550003
10/3/2016,1,Nflx,124.870003
11/1/2016,1,Nflx,117
12/1/2016,1,Nflx,123.800003
1/3/2017,1,Nflx,141.220001
1/3/2007,1,Orcl,15.696321
2/1/2007,1,Orcl,15.028588
3/1/2007,1,Orcl,16.583584
4/2/2007,1,Orcl,17.196436
5/1/2007,1,Orcl,17.726965
6/1/2007,1,Orcl,18.028816
7/2/2007,1,Orcl,17.489143
8/1/2007,1,Orcl,18.5502
9/4/2007,1,Orcl,19.803343
10/1/2007,1,Orcl,20.27899
11/1/2007,1,Orcl,18.458729
12/3/2007,1,Orcl,20.654018
1/2/2008,1,Orcl,18.797169
2/1/2008,1,Orcl,17.196436
3/3/2008,1,Orcl,17.891611
4/1/2008,1,Orcl,19.071581
5/1/2008,1,Orcl,20.891842
6/2/2008,1,Orcl,19.208786
7/1/2008,1,Orcl,19.693579
8/1/2008,1,Orcl,20.059462
9/2/2008,1,Orcl,18.577639
10/1/2008,1,Orcl,16.729939
11/3/2008,1,Orcl,14.717588
12/1/2008,1,Orcl,16.217703
1/2/2009,1,Orcl,15.394469
2/2/2009,1,Orcl,14.214501
3/2/2009,1,Orcl,16.528702
4/1/2009,1,Orcl,17.736351
5/1/2009,1,Orcl,17.96562
6/1/2009,1,Orcl,19.643879
7/1/2009,1,Orcl,20.34465
8/3/2009,1,Orcl,20.11482
9/1/2009,1,Orcl,19.158724
10/1/2009,1,Orcl,19.44449
11/2/2009,1,Orcl,20.347599
12/1/2009,1,Orcl,22.605371
1/4/2010,1,Orcl,21.293638
2/1/2010,1,Orcl,22.761847
3/1/2010,1,Orcl,23.74065
4/1/2010,1,Orcl,23.934195
5/3/2010,1,Orcl,20.881126
6/1/2010,1,Orcl,19.854185
7/1/2010,1,Orcl,21.917953
8/2/2010,1,Orcl,20.249075
9/1/2010,1,Orcl,24.894123
10/1/2010,1,Orcl,27.289917
11/1/2010,1,Orcl,25.125671
12/1/2010,1,Orcl,29.073328
1/3/2011,1,Orcl,29.799183
2/1/2011,1,Orcl,30.608591
3/1/2011,1,Orcl,31.101677
4/1/2011,1,Orcl,33.515423
5/2/2011,1,Orcl,31.893711
6/1/2011,1,Orcl,30.672764
7/1/2011,1,Orcl,28.551634
8/1/2011,1,Orcl,26.20812
9/1/2011,1,Orcl,26.833681
10/3/2011,1,Orcl,30.657543
11/1/2011,1,Orcl,29.329081
12/1/2011,1,Orcl,23.996521
1/3/2012,1,Orcl,26.450426
2/1/2012,1,Orcl,27.425556
3/1/2012,1,Orcl,27.341171
4/2/2012,1,Orcl,27.622269
5/1/2012,1,Orcl,24.869436
6/1/2012,1,Orcl,27.904129
7/2/2012,1,Orcl,28.432621
8/1/2012,1,Orcl,29.797762
9/4/2012,1,Orcl,29.618881
10/1/2012,1,Orcl,29.318512
11/1/2012,1,Orcl,30.356169
12/3/2012,1,Orcl,31.607483
1/2/2013,1,Orcl,33.684925
2/1/2013,1,Orcl,32.480202
3/1/2013,1,Orcl,30.668367
4/1/2013,1,Orcl,31.095236
5/1/2013,1,Orcl,32.043839
6/3/2013,1,Orcl,29.131626
7/1/2013,1,Orcl,30.804611
8/1/2013,1,Orcl,30.33802
9/3/2013,1,Orcl,31.58544
10/1/2013,1,Orcl,32.015255
11/1/2013,1,Orcl,33.725922
12/2/2013,1,Orcl,36.564285
1/2/2014,1,Orcl,35.376755
2/3/2014,1,Orcl,37.495525
3/3/2014,1,Orcl,39.221218
4/1/2014,1,Orcl,39.309307
5/1/2014,1,Orcl,40.405502
6/2/2014,1,Orcl,38.972752
7/1/2014,1,Orcl,38.951195
8/1/2014,1,Orcl,40.050587
9/2/2014,1,Orcl,36.916359
10/1/2014,1,Orcl,37.775494
11/3/2014,1,Orcl,41.025829
12/1/2014,1,Orcl,43.502277
1/2/2015,1,Orcl,40.63279
2/2/2015,1,Orcl,42.504868
3/2/2015,1,Orcl,41.854977
4/1/2015,1,Orcl,42.45919
5/1/2015,1,Orcl,42.332653
6/1/2015,1,Orcl,39.227543
7/1/2015,1,Orcl,39.022148
8/3/2015,1,Orcl,36.237648
9/1/2015,1,Orcl,35.289936
10/1/2015,1,Orcl,38.098255
11/2/2015,1,Orcl,38.225773
12/1/2015,1,Orcl,35.832371
1/4/2016,1,Orcl,35.763424
2/1/2016,1,Orcl,36.226345
3/1/2016,1,Orcl,40.294178
4/1/2016,1,Orcl,39.40633
5/2/2016,1,Orcl,39.742462
6/1/2016,1,Orcl,40.464153
7/1/2016,1,Orcl,40.722141
8/1/2016,1,Orcl,40.900745
9/1/2016,1,Orcl,38.975769
10/3/2016,1,Orcl,38.270115
11/1/2016,1,Orcl,40.033211
12/1/2016,1,Orcl,38.299999
1/3/2017,1,Orcl,40.23
1/3/2007,1,Sbux,15.752188
2/1/2007,1,Sbux,13.930813
3/1/2007,1,Sbux,14.138198
4/2/2007,1,Sbux,13.984914
5/1/2007,1,Sbux,12.988567
6/1/2007,1,Sbux,11.82992
7/2/2007,1,Sbux,12.028288
8/1/2007,1,Sbux,12.420514
9/4/2007,1,Sbux,11.811887
10/1/2007,1,Sbux,12.028288
11/1/2007,1,Sbux,10.545039
12/3/2007,1,Sbux,9.2286
1/2/2008,1,Sbux,8.525297
2/1/2008,1,Sbux,8.10602
3/3/2008,1,Sbux,7.889619
4/1/2008,1,Sbux,7.317058
5/1/2008,1,Sbux,8.200696
6/2/2008,1,Sbux,7.096149
7/1/2008,1,Sbux,6.622771
8/1/2008,1,Sbux,7.014998
9/2/2008,1,Sbux,6.703922
10/1/2008,1,Sbux,5.919468
11/3/2008,1,Sbux,4.02596
12/1/2008,1,Sbux,4.264903
1/2/2009,1,Sbux,4.255886
2/2/2009,1,Sbux,4.125144
3/2/2009,1,Sbux,5.008781
4/1/2009,1,Sbux,6.51908
5/1/2009,1,Sbux,6.487521
6/1/2009,1,Sbux,6.262104
7/1/2009,1,Sbux,7.979786
8/3/2009,1,Sbux,8.561364
9/1/2009,1,Sbux,9.309751
10/1/2009,1,Sbux,8.556855
11/2/2009,1,Sbux,9.873295
12/1/2009,1,Sbux,10.396263
1/4/2010,1,Sbux,9.823703
2/1/2010,1,Sbux,10.328638
3/1/2010,1,Sbux,10.941774
4/1/2010,1,Sbux,11.761223
5/3/2010,1,Sbux,11.72048
6/1/2010,1,Sbux,11.000682
7/1/2010,1,Sbux,11.249669
8/2/2010,1,Sbux,10.457823
9/1/2010,1,Sbux,11.627388
10/1/2010,1,Sbux,12.99719
11/1/2010,1,Sbux,13.984607
12/1/2010,1,Sbux,14.683837
1/3/2011,1,Sbux,14.409629
2/1/2011,1,Sbux,15.132679
3/1/2011,1,Sbux,16.95429
4/1/2011,1,Sbux,16.610157
5/2/2011,1,Sbux,16.941166
6/1/2011,1,Sbux,18.184469
7/1/2011,1,Sbux,18.460758
8/1/2011,1,Sbux,17.847031
9/1/2011,1,Sbux,17.232414
10/3/2011,1,Sbux,19.575357
11/1/2011,1,Sbux,20.171509
12/1/2011,1,Sbux,21.345242
1/3/2012,1,Sbux,22.23134
2/1/2012,1,Sbux,22.607792
3/1/2012,1,Sbux,26.020376
4/2/2012,1,Sbux,26.70941
5/1/2012,1,Sbux,25.633244
6/1/2012,1,Sbux,24.900064
7/2/2012,1,Sbux,21.145441
8/1/2012,1,Sbux,23.257565
9/4/2012,1,Sbux,23.773252
10/1/2012,1,Sbux,21.518288
11/1/2012,1,Sbux,24.418251
12/3/2012,1,Sbux,25.246786
1/2/2013,1,Sbux,26.418974
2/1/2013,1,Sbux,25.918148
3/1/2013,1,Sbux,26.910458
4/1/2013,1,Sbux,28.74859
5/1/2013,1,Sbux,29.93602
6/3/2013,1,Sbux,31.059689
7/1/2013,1,Sbux,33.80011
8/1/2013,1,Sbux,33.530228
9/3/2013,1,Sbux,36.597019
10/1/2013,1,Sbux,38.536942
11/1/2013,1,Sbux,38.856625
12/2/2013,1,Sbux,37.392227
1/2/2014,1,Sbux,33.924419
2/3/2014,1,Sbux,33.976177
3/3/2014,1,Sbux,35.134892
4/1/2014,1,Sbux,33.813385
5/1/2014,1,Sbux,35.196896
6/2/2014,1,Sbux,37.186451
7/1/2014,1,Sbux,37.330624
8/1/2014,1,Sbux,37.518917
9/2/2014,1,Sbux,36.38578
10/1/2014,1,Sbux,36.433998
11/3/2014,1,Sbux,39.320099
12/1/2014,1,Sbux,39.72681
1/2/2015,1,Sbux,42.380104
2/2/2015,1,Sbux,45.43103
3/2/2015,1,Sbux,46.019024
4/1/2015,1,Sbux,48.18634
5/1/2015,1,Sbux,50.660107
6/1/2015,1,Sbux,52.278576
7/1/2015,1,Sbux,56.480755
8/3/2015,1,Sbux,53.48838
9/1/2015,1,Sbux,55.57082
10/1/2015,1,Sbux,61.172874
11/2/2015,1,Sbux,60.213558
12/1/2015,1,Sbux,58.87962
1/4/2016,1,Sbux,59.605438
2/1/2016,1,Sbux,57.281075
3/1/2016,1,Sbux,58.747299
4/1/2016,1,Sbux,55.332672
5/2/2016,1,Sbux,54.203049
6/1/2016,1,Sbux,56.40514
7/1/2016,1,Sbux,57.323502
8/1/2016,1,Sbux,55.719654
9/1/2016,1,Sbux,53.648621
10/3/2016,1,Sbux,52.588333
11/1/2016,1,Sbux,57.709953
12/1/2016,1,Sbux,55.270943
1/3/2017,1,Sbux,55.649239
