,RegionName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08
344,Cabarrus County,NC,Charlotte-Concord-Gastonia,37,025,345,179900.0,177500.0,175000.0,170000.0,169900.0,169900.0,165000.0,169900.0,169900.0,174000.0,174900.0,169900.0,174700.0,173445.0,169900.0,169000.0,170000.0,178450.0,179900.0,179900.0,169900.0,169900.0,170000.0,169900.0,169900.0,169900.0,169900.0,169900.0,165000.0,165000.0,165000.0,165000.0,167745.0,169900.0,169900.0,171995.0,173000.0,179900.0,180000.0,189900.0,189900.0,189900.0,187500.0,183000.0,180000.0,189298.0,184990.0,185000.0,186990.0,186137.5,199900.0,199900.0,200000.0,199900.0,199900.0,199900.0,194990.0,194990.0,204900.0,200490.0,209995.0,212000.0,199900.0,212500.0,219900.0,218850.0,231900.0,230000.0,220000.0,220000.0,219900.0,213900.0,235000.0,222250.0,231200.0,225000.0,229900.0,233900.0,240000.0,240000.0,249250.0,250000.0,250000.0,260700.0,239999.5,241990.0,239900.0,252400.0,256000.0,259000.0,260000.0,255900.0,255317.5,259900.0,269900.0,266245.0,279990.0,275000.0,283490.0,275000.0,274900.0,275900.0,274995.0,275542.5,284877.5,285740.0,289912.0,289990.0,288065.0,286990.0,298490.0,289900.0,291182.5,292512.0,290000.0,289900.0
347,Onslow County,NC,Jacksonville,37,133,348,189900.0,189900.0,189900.0,187900.0,189900.0,188000.0,186500.0,189000.0,188550.0,187500.0,187000.0,185900.0,184000.0,179000.0,180000.0,175975.0,175975.0,174500.0,173700.0,170000.0,169900.0,169900.0,170000.0,169900.0,169900.0,169900.0,170000.0,170000.0,169900.0,167900.0,166900.0,165000.0,164000.0,164900.0,159900.0,164000.0,164500.0,164900.0,167000.0,167900.0,169900.0,171900.0,171000.0,169900.0,169900.0,169500.0,172000.0,166900.0,171900.0,169000.0,169900.0,169000.0,169000.0,169000.0,167500.0,168000.0,169000.0,159900.0,159900.0,160000.0,160000.0,165000.0,165000.0,164900.0,160000.0,159900.0,160000.0,155500.0,159625.0,157900.0,158925.0,158700.0,159900.0,161745.0,165000.0,164949.5,159900.0,158900.0,155000.0,156000.0,155000.0,153000.0,155000.0,155000.0,154700.0,159000.0,161500.0,165000.0,167000.0,167700.0,168450.0,166000.0,168500.0,169900.0,169900.0,170000.0,170990.0,174900.0,178000.0,175000.0,177641.0,175000.0,176825.0,175000.0,175000.0,172500.0,174249.5,174900.0,179000.0,179975.0,186900.0,188897.0,189000.0,189900.0,187900.0,186900.0
363,Johnston County,NC,Raleigh,37,101,364,182713.0,184500.0,179925.0,179900.0,179900.0,179900.0,179900.0,175000.0,176999.0,179250.0,179900.0,179900.0,179900.0,169900.0,169900.0,169900.0,173500.0,173700.0,169900.0,169900.0,169900.0,167999.5,165000.0,164900.0,164500.0,164900.0,167950.0,168650.0,165900.0,169900.0,167900.0,169000.0,164900.0,159900.0,159900.0,159900.0,162900.0,167900.0,169900.0,172900.0,172900.0,174350.0,169900.0,169900.0,174900.0,179900.0,179900.0,187000.0,189872.0,189900.0,195350.0,189900.0,190000.0,190000.0,189900.0,189900.0,192900.0,192000.0,193900.0,193900.0,193900.0,194900.0,193900.0,195000.0,199900.0,199900.0,199900.0,198900.0,197995.0,204900.0,209000.0,209900.0,205990.0,206900.0,209899.0,209900.0,214900.0,215000.0,214900.0,219900.0,219900.0,220222.5,222900.0,224700.0,224900.0,226900.0,231990.0,229900.0,234900.0,236720.0,236195.0,235000.0,239900.0,244900.0,249900.0,258240.0,261669.0,259900.0,255000.0,256900.0,254990.0,253895.0,254800.0,256900.0,259800.0,259000.0,259900.0,259900.0,259900.0,259900.0,254999.0,259800.0,259900.0,259900.0,259900.0,259900.0
365,Pitt County,NC,Greenville,37,147,366,149900.0,150000.0,149900.0,148000.0,149950.0,149900.0,147500.0,148000.0,143926.0,143900.0,142500.0,139900.0,139900.0,139900.0,139350.0,139400.0,139900.0,139900.0,139900.0,139900.0,137806.0,135000.0,134900.0,129900.0,129500.0,129900.0,135000.0,130000.0,134900.0,135000.0,133400.0,130000.0,128900.0,128900.0,129000.0,128000.0,129400.0,129000.0,129900.0,130000.0,136000.0,135000.0,132900.0,135000.0,134900.0,134000.0,132500.0,131900.0,134000.0,134900.0,139000.0,139900.0,140000.0,140000.0,139900.0,139900.0,139950.0,139900.0,138000.0,139000.0,139000.0,139000.0,139900.0,136000.0,139900.0,139900.0,140000.0,144900.0,144500.0,144000.0,142950.0,139900.0,144700.0,147900.0,143500.0,144900.0,149900.0,151900.0,154900.0,155000.0,150000.0,154900.0,154200.0,155000.0,159900.0,159900.0,159900.0,165000.0,165100.0,168850.0,169200.0,165000.0,169150.0,169900.0,170000.0,168915.0,170345.0,172950.0,172750.0,179900.0,179900.0,179900.0,182505.5,185000.0,187900.0,185000.0,185000.0,184900.0,185000.0,179900.0,187250.0,197000.0,195000.0,189900.0,185000.0,186100.0
375,Davidson County,NC,Winston-Salem,37,057,376,158990.0,157000.0,154900.0,152700.0,155500.0,154700.0,149900.0,149900.0,149900.0,145000.0,149900.0,145000.0,140000.0,139900.0,139900.0,138900.0,139900.0,139900.0,138700.0,139500.0,139900.0,139000.0,136400.0,134900.0,132500.0,134900.0,139900.0,144650.0,138250.0,139900.0,144700.0,135900.0,133900.0,129900.0,139900.0,135000.0,139900.0,139900.0,139900.0,139900.0,139900.0,140000.0,142900.0,144900.0,144900.0,144900.0,142575.0,139900.0,139900.0,144900.0,149900.0,158000.0,162000.0,162499.0,162499.5,159900.0,159900.0,155000.0,154900.0,154900.0,152370.0,157690.0,150000.0,157500.0,165000.0,166950.0,169900.0,169500.0,159800.0,159900.0,169900.0,167990.0,167995.0,159900.0,161900.0,165945.0,168497.0,169900.0,167700.0,166990.0,166485.0,164900.0,162500.0,164000.0,168000.0,169500.0,170000.0,179900.0,183900.0,187000.0,185000.0,180000.0,179900.0,181015.0,184900.0,179950.0,179764.0,179900.0,181500.0,188750.0,182500.0,189900.0,185000.0,185900.0,180750.0,181600.0,179900.0,183990.0,181795.0,180000.0,186990.0,194900.0,191275.0,189000.0,198990.0,198900.0
388,Iredell County,NC,Charlotte-Concord-Gastonia,37,097,389,227492.5,225000.0,224900.0,225000.0,223900.0,224999.0,224900.0,220000.0,208305.0,210000.0,200000.0,198990.0,199000.0,199900.0,199900.0,199900.0,199900.0,199900.0,199900.0,199000.0,196000.0,199000.0,195000.0,189900.0,189900.0,190000.0,190000.0,194900.0,189900.0,189900.0,189900.0,194500.0,189900.0,194500.0,189900.0,190000.0,190000.0,209400.0,215000.0,219000.0,220145.0,220000.0,225000.0,221770.0,225000.0,225000.0,215000.0,219000.0,208000.0,208400.0,215000.0,219145.0,228990.0,230000.0,234900.0,239000.0,239700.0,234500.0,235000.0,235000.0,230000.0,230000.0,235000.0,240000.0,245000.0,249900.0,259000.0,259900.0,250000.0,259900.0,250000.0,239000.0,242900.0,255000.0,272869.5,279700.0,279990.0,280000.0,279900.0,275000.0,279994.5,289000.0,278950.0,284980.0,284900.0,289000.0,293000.0,305000.0,305000.0,300000.0,295000.0,285000.0,289450.0,289000.0,286830.0,289900.0,289900.0,285945.0,289999.5,290000.0,296400.0,293320.0,295762.5,294900.0,295777.5,298000.0,292225.0,289000.0,291995.0,289900.0,293990.0,297955.0,306990.0,302446.5,300000.0,306990.0
403,Catawba County,NC,Hickory-Lenoir-Morganton,37,035,404,197450.0,194500.0,194500.0,194500.0,179900.0,176900.0,179900.0,174900.0,175000.0,170750.0,169900.0,169900.0,169500.0,169900.0,169900.0,169900.0,169900.0,169500.0,165000.0,164900.0,165000.0,164500.0,162950.0,163000.0,160000.0,160000.0,164900.0,162900.0,160400.0,159000.0,159900.0,159000.0,159000.0,149900.0,150000.0,150000.0,149000.0,147450.0,149900.0,154900.0,154950.0,159900.0,159900.0,155000.0,148000.0,149500.0,145000.0,144200.0,139900.0,139950.0,149000.0,159900.0,159900.0,159900.0,159900.0,159500.0,159900.0,159000.0,150000.0,149900.0,149000.0,149000.0,159000.0,162900.0,174900.0,169900.0,174900.0,174900.0,175000.0,175000.0,180000.0,174900.0,174500.0,184900.0,189900.0,189900.0,189900.0,185900.0,186400.0,189900.0,189900.0,182900.0,179900.0,178900.0,179900.0,179900.0,189450.0,207000.0,208000.0,214900.0,225000.0,229500.0,229250.0,224950.0,229900.0,235995.0,235000.0,219900.0,218500.0,220000.0,230000.0,239000.0,235000.0,229900.0,229900.0,230000.0,236900.0,242245.0,229950.0,239500.0,250000.0,254900.0,250000.0,250000.0,244900.0,239900.0
411,Alamance County,NC,Burlington,37,001,412,149900.0,149900.0,149900.0,149900.0,149900.0,148000.0,144900.0,144900.0,144900.0,149900.0,144900.0,142500.0,139900.0,138500.0,137950.0,139000.0,139900.0,141500.0,140000.0,143000.0,137677.5,139000.0,135000.0,132000.0,134950.0,131900.0,131000.0,129900.0,130000.0,130000.0,129900.0,135000.0,134950.0,132700.0,132700.0,134900.0,134500.0,135900.0,134900.0,135000.0,137000.0,135000.0,138900.0,140000.0,142000.0,138400.0,139500.0,137272.5,139900.0,139900.0,139900.0,146250.0,148750.0,149450.0,148750.0,150000.0,149900.0,149900.0,149900.0,145000.0,144500.0,148000.0,149900.0,154900.0,155600.0,159900.0,159000.0,164900.0,163000.0,159990.0,160000.0,162490.0,163500.0,157995.0,159900.0,159990.0,164245.0,165990.0,169900.0,169900.0,169700.0,169900.0,175000.0,174900.0,175000.0,175000.0,180950.0,184900.0,171500.0,181990.0,179945.0,179900.0,184900.0,189900.0,196450.0,199700.0,198155.0,199949.5,199900.0,200000.0,195000.0,197995.0,198700.0,199000.0,205000.0,199900.0,199900.0,210000.0,210000.0,218900.0,222020.0,224012.5,225097.5,224500.0,220000.0,220000.0
433,Randolph County,NC,Greensboro-High Point,37,151,434,139900.0,139900.0,139900.0,139900.0,145000.0,142900.0,144900.0,143000.0,139900.0,143700.0,147900.0,145000.0,143250.0,139900.0,139900.0,141500.0,144900.0,142000.0,142950.0,141900.0,147500.0,144900.0,143500.0,142500.0,139900.0,139000.0,139500.0,139000.0,137700.0,139900.0,139000.0,137500.0,135000.0,136700.0,134900.0,135000.0,139900.0,139900.0,141900.0,143900.0,149900.0,149900.0,145000.0,144900.0,149200.0,144900.0,144900.0,142500.0,139995.0,144400.0,142000.0,140950.0,139900.0,139900.0,144400.0,144900.0,144900.0,143450.0,139990.0,144400.0,144900.0,141400.0,143100.0,147600.0,149900.0,149500.0,142900.0,139900.0,144900.0,144650.0,149900.0,145900.0,145000.0,147245.0,149925.0,154400.0,150990.0,154900.0,154900.0,149900.0,149900.0,154900.0,149900.0,149900.0,149900.0,154500.0,149900.0,154900.0,159000.0,158000.0,155900.0,154900.0,154900.0,155000.0,156550.0,157900.0,157900.0,159900.0,164450.0,174450.0,166900.0,165870.0,164490.0,160450.0,164495.0,160000.0,165949.0,164900.0,167500.0,164950.0,165000.0,169950.0,169900.0,172900.0,174900.0,179900.0
442,Rowan County,NC,Charlotte-Concord-Gastonia,37,159,443,154900.0,155000.0,149900.0,149900.0,149900.0,144900.0,139900.0,139000.0,136200.0,135000.0,130000.0,129900.0,129900.0,130000.0,135000.0,134632.5,135000.0,139838.5,139738.5,135450.0,135000.0,134900.0,129900.0,129900.0,129500.0,129900.0,134000.0,129900.0,125000.0,125000.0,121900.0,120250.0,120900.0,119950.0,124777.0,124777.0,124900.0,125000.0,129638.5,134900.0,138500.0,134000.0,134900.0,129900.0,129838.5,129900.0,128900.0,128950.0,128400.0,132900.0,129900.0,129900.0,129900.0,131950.0,130000.0,133000.0,129900.0,129738.5,128400.0,122500.0,125000.0,129900.0,134500.0,135900.0,154000.0,150000.0,155850.0,154900.0,152750.0,149900.0,149900.0,149945.0,149900.0,149900.0,150245.0,154949.5,157995.0,159900.0,159900.0,159900.0,159900.0,159900.0,159900.0,159900.0,161590.0,159900.0,164900.0,169500.0,174102.5,174000.0,174900.0,173450.0,178450.0,175000.0,170200.0,168875.0,169500.0,167838.5,170000.0,174950.0,178200.0,178900.0,177750.0,180000.0,189900.0,187500.0,183950.0,185400.0,185000.0,181950.0,185000.0,189400.0,187900.0,190200.0,192700.0,199777.0
459,Robeson County,NC,Lumberton,37,155,460,99000.0,99949.5,99000.0,105000.0,98900.0,109900.0,115000.0,120000.0,125000.0,125000.0,125000.0,120000.0,118000.0,125000.0,124900.0,120000.0,115000.0,119900.0,119500.0,125000.0,129900.0,129700.0,129000.0,129900.0,139900.0,139900.0,139400.0,134900.0,139400.0,129900.0,125250.0,129900.0,119997.5,119900.0,124900.0,119950.0,119900.0,119900.0,120000.0,123575.0,120000.0,119900.0,123250.0,124950.0,125000.0,121500.0,119900.0,120400.0,122900.0,119900.0,119500.0,115000.0,114900.0,119900.0,122000.0,121600.0,115000.0,110000.0,114000.0,119900.0,117000.0,109900.0,112500.0,109500.0,110000.0,115000.0,119900.0,119900.0,119900.0,121500.0,115000.0,115000.0,109999.0,110000.0,115000.0,111500.0,115000.0,118000.0,118950.0,119947.5,115000.0,111750.0,115000.0,107700.0,99900.0,103500.0,112900.0,119500.0,119900.0,119250.0,120000.0,120000.0,119250.0,119000.0,119900.0,119000.0,114900.0,116000.0,109900.0,109900.0,119000.0,123250.0,115450.0,112900.0,115000.0,118950.0,119900.0,115000.0,109750.0,108824.5,110000.0,115000.0,116750.0,119900.0,120000.0,120000.0
