OID,IDTRSD,TreeSpecie,TreeDia,TreeDist
4982,06S3506NW,PINE,10,20
4983,06S3506W,PINE,10,7
4984,06S3507N,PINE,5,23
4985,06S3507NW,PINE,10,24
4986,06S3507W,FIR,5,10
4987,06S3508N,BLACK PINE,6,5
4988,06S3508NW,BLACK PINE,8,6
4989,06S3508W,BLACK PINE,7,7
4990,06S3509N,BLACK PINE,8,11
4991,06S3509NW,WESTERN LARCH,18,31
4992,06S3509W,BLACK PINE,4,9
4993,06S3516N,FIR,10,43
4994,06S3516NW,FIR,20,48
4995,06S3516W,MAHOGANY,5,4
4996,06S3517N,FIR,8,14
4997,06S3517NW,FIR,8,11
4998,06S3517W,BLACK PINE,6,21
4999,06S3518N,BLACK PINE,5,21
5000,06S3518NW,SPRUCE,10,8
5001,06S3518W,PINE,10,26
5002,06S3519N,PINE,5,10
5003,06S3519NW,PINE,24,20
5004,06S3519W,PINE,12,45
5005,06S3520N,WESTERN LARCH,20,23
5006,06S3520NW,BLACK PINE,8,26
5007,06S3520W,FIR,5,10
5008,06S3521N,FIR,7,34
5009,06S3521NW,FIR,10,21
5010,06S3521W,PINE,5,13
5011,06S3528N,PINE,10,17
5012,06S3528NW,FIR,12,11
5013,06S3528W,FIR,12,62
5014,06S3529N,BLACK PINE,6,12
5015,06S3529NW,BLACK PINE,12,10
5016,06S3529W,BLACK PINE,8,18
5017,06S3530N,FIR,8,20
5018,06S3530NW,PINE,10,14
5019,06S3530W,PINE,10,23
5020,06S3531N,PINE,6,12
5021,06S3531NW,PINE,10,45
5022,06S3531S,PINE,14,8
5023,06S3531W,PINE,12,30
5024,06S3532N,BLACK PINE,6,11
5025,06S3532NW,WESTERN LARCH,14,15
5026,06S3532S,PINE,7,16
5027,06S3532SW,PINE,6,18
5028,06S3532W,FIR,12,194
5029,06S3533N,PINE,7,37
5030,06S3533NW,BLACK PINE,9,5
5031,06S3533S,PINE,8,31
5032,06S3533SW,PINE,20,80
5033,06S3533W,BLACK PINE,10,88
5034,06S3534S,PINE,7,8
5035,06S3534SW,PINE,12,193
5036,06S3535S,PINE,10,15
5037,06S3535SW,FIR,20,96
5038,06S3536S,PINE,8,11
5039,06S3536SW,PINE,6,23
5040,07N3836NE,FIR,12,77
5041,07N3901N,FIR,7,63
5042,07N3901W,FIR,12,70
5043,07N3903E,FIR,6,79
5044,07N3903W,PINE,24,62
5045,07N3904W,FIR,32,10
5046,07N3906W,WHITE FIR,10,16
5047,07N3907N,FIR,24,27
5048,07N3907NW,BLACK PINE,30,204
5049,07N3907W,FIR,10,65
5050,07N3908N,FIR,24,46
5051,07N3908NW,WESTERN LARCH,30,50
5052,07N3909N,PINE,15,22
5053,07N3909NW,FIR,4,32
5054,07N3909W,PINE,15,45
5055,07N3910N,FIR,18,34
5056,07N3910NE,LODGEPOLE PINE,4,58
5057,07N3910NW,PINE,24,24
5058,07N3910S,SPRUCE,11,63
5059,07N3910SE,LODGEPOLE PINE,12,67
5060,07N3910W,FIR,12,12
5061,07N3911N,FIR,24,33
5062,07N3911NW,LODGEPOLE PINE,8,121
5063,07N3911W,FIR,12,63
5064,07N3912E,FIR,30,240
5065,07N3912N,FIR,8,32
5066,07N3912NE,FIR,12,80
5067,07N3912NW,FIR,36,39
5068,07N3912W,FIR,10,59
5069,07N3913E,WESTERN LARCH,20,90
5070,07N3913N,DOUBLE FIR,48,7
5071,07N3913NE,FIR,12,54
5072,07N3913NW,SPRUCE,36,54
5073,07N3913W,FIR,32,49
5074,07N3914N,FIR,11,16
5075,07N3914NW,FIR,8,31
5076,07N3915NW,YELLOW PINE,5,240
5077,07N3915SW,FIR,6,31
5078,07N3915W,FIR,12,52
5079,07N3916N,PINE,20,40
5080,07N3932SW,YELLOW PINE,8,359
5081,07N3932W,FIR,30,329
5082,07N3933N,FIR,14,61
5083,07N3933NW,FIR,6,33
5084,07N3933S,YELLOW PINE,4,458
5085,07N3933SW,BIRCH,10,35
5086,07N3933W,YELLOW PINE,14,226
5087,07N3934N,DOUBLE FIR,10,23
5088,07N3934NW,FIR,10,10
5089,07N3934SW,FIR,8,45
5090,07N3934W,FIR,12,90
5091,07N4033N,LODGEPOLE PINE,14,143
5092,07N4018N,FIR,12,36
5093,07N4019N,FIR,16,106
5094,07N4023NW,FIR,12,327
5095,07N4023W,YELLOW PINE,10,23
5096,07N4024E,FIR,8,14
5097,07N4024N,FIR,8,91
5098,07N4024NE,FIR,10,213
5099,07N4024NW,FIR,12,37
5100,07N4024W,YELLOW PINE,12,73
5101,07N4025N,FIR,10,54
5102,07N4025NE,FIR,30,10
5103,07N4025NW,FIR,12,115
5104,07N4025W,YELLOW PINE,32,65
5105,07N4026N,FIR,30,150
5106,07N4033NW,FIR,32,49
5107,07N4033S,WESTERN LARCH,24,119
5108,07N4033SW,LODGEPOLE PINE,12,487
5109,07N4033W,FIR,9,67
5110,07N4034N,FIR,10,63
5111,07N4034NW,SPRUCE,20,85
5112,07N4034S,WESTERN LARCH,12,123
5113,07N4034SW,FIR,36,264
5114,07N4034W,FIR,10,75
5115,07N4035N,FIR,14,49
5116,07N4035NW,FIR,56,119
5117,07N4035S,FIR,14,104
5118,07N4035SW,FIR,12,145
5119,07N4035W,FIR,10,138
5120,07N4036E,FIR,10,153
5121,07N4036N,FIR,4,38
5122,07N4036NE,FIR,10,40
5123,07N4036NW,FIR,16,64
5124,07N4036S,FIR,12,101
5125,07N4036SE,WESTERN LARCH,14,56
5126,07N4036SW,FIR,12,350
5127,07N4036W,FIR,12,53
5128,07N3935N,LODGEPOLE PINE,20,85
5129,07N3935NW,DOUBLE FIR,10,183
5130,07N3935S,FIR,10,70
5131,07N3935SW,LODGEPOLE PINE,9,29
5132,07N3935W,FIR,30,366
5133,07N3936E,FIR,48,740
5134,07N3936N,FIR,36,52
5135,07N3936NE,FIR,30,185
5136,07N3936NW,FIR,7,6
5137,07N3936S,FIR,4,6
5138,07N3936SE,SPRUCE,14,52
5139,07N3936SW,FIR,12,71
5140,07N3936W,SPRUCE,10,19
5141,07N4001E,FIR,12,67
5142,07N4001W,FIR,12,56
5143,07N3916NW,PINE,12,66
5144,07N3916S,FIR,14,65
5145,07N3916W,FIR,8,16
5146,07N3917N,WESTERN LARCH,15,61
5147,07N4028N,LODGEPOLE PINE,8,35
5148,07N4028NW,FIR,12,42
5149,07N4028W,LODGEPOLE PINE,10,74
5150,07N4029N,FIR,12,172
5151,07N4029NW,LODGEPOLE PINE,12,69
5152,07N4029W,LODGEPOLE PINE,10,29
5153,07N4030N,FIR,10,27
5154,07N4031S,FIR,8,84
5155,07N4032N,SPRUCE,8,48
5156,07N4032NW,SPRUCE,9,101
5157,07N4032S,LODGEPOLE PINE,24,372
5158,07N4032SW,WESTERN LARCH,26,31
5159,07N4032W,FIR,24,167
5160,07N3917NW,FIR,8,25
5161,07N3917W,FIR,10,36
5162,07N3918N,PINE,14,28
5163,07N3918NW,FIR,14,47
5164,07N3918W,RED FIR,8,12
5165,07N3919N,RED FIR,20,23
5166,07N3919NW,FIR,10,14
5167,07N3919S,FIR,7,25
5168,07N3920N,FIR,18,40
5169,07N3920NW,FIR,6,12
5170,07N3920S,WESTERN LARCH,20,222
5171,07N3920SW,WESTERN LARCH,15,18
5172,07N3920W,FIR,10,41
5173,07N3921NW,FIR,3,99
5174,07N3921SW,FIR,8,37
5175,07N3921W,FIR,10,97
5176,07N3922N,SPRUCE,12,31
5177,07N3922NW,FIR,40,26
5178,07N4020N,FIR,12,45
5179,07N4020NW,FIR,48,155
5180,07N4020W,FIR,10,100
5181,07N4021N,FIR,22,65
5182,07N4021NW,FIR,14,94
5183,07N4021W,FIR,26,17
5184,07N4022N,YELLOW PINE,12,63
5185,07N4022NW,SPRUCE,18,46
5186,07N4022W,FIR,12,42
5187,07N4023N,FIR,14,58
5188,07N3922W,FIR,20,44
5189,07N3923N,FIR,12,26
5190,07N3923NW,FIR,12,47
5191,07N3923W,DOUBLE FIR,12,46
5192,07N3924E,FIR,6,9
5193,07N3924N,FIR,14,165
5194,07N3924NE,FIR,50,160
5195,07N3924NW,FIR,30,87
5196,07N3924W,SPRUCE,14,75
5197,07N3925E,FIR,14,129
5198,07N3925N,FIR,22,371
5199,07N3925NE,FIR,36,38
5200,07N3925NW,LODGEPOLE PINE,9,30
5201,07N3925W,FIR,9,73
5202,07N3926N,SPRUCE,50,72
5203,07N3926NW,FIR,24,54
5204,07N3926W,FIR,12,44
5205,07N3927N,FIR,14,392
5206,07N3927NW,FIR,10,23
5207,07N3927W,FIR,10,34
5208,07N3928N,FIR,12,320
5209,07N3928NW,YELLOW PINE,30,158
5210,07N3928W,FIR,10,82
5211,07N3929NW,FIR,36,76
5212,07N3929W,SPRUCE,40,61
5213,07N3930W,FIR,12,103
5214,07N3931N,FIR,14,13
5215,07N3931NW,FIR,20,53
5216,07N3931S,FIR,14,24
5217,07N3931SW,FIR,5,80
5218,07N3931W,YELLOW PINE,30,273
5219,07N3932N,FIR,6,90
5220,07N3932NW,FIR,10,238
5221,07N3932S,FIR,14,97
5222,07N4002W,SPRUCE,12,48
5223,07N4003NW,FIR,10,121
5224,07N4003W,YELLOW PINE,20,120
5225,07N4004NW,YELLOW PINE,8,46
5226,07N4005NW,YELLOW PINE,24,152
5227,07N4005W,FIR,10,77
5228,07N4007N,FIR,8,133
5229,07N4008NW,FIR,6,30
5230,07N4008W,SPRUCE,8,14
5231,07N4009N,FIR,12,264
5232,07N4009NW,FIR,8,15
5233,07N4009W,FIR,8,66
5234,07N4010N,YELLOW PINE,18,101
5235,07N4010NW,FIR,8,80
5236,07N4010W,FIR,12,117
5237,07N4011N,LODGEPOLE PINE,10,79
5238,07N4011NW,FIR,16,63
5239,07N4011W,SPRUCE,9,64
5240,07N4012E,FIR,30,100
5241,07N4012N,WESTERN LARCH,24,80
5242,07N4012NE,FIR,12,322
5243,07N4012NW,FIR,8,46
5244,07N4012W,FIR,24,61
5245,07N4013E,YELLOW PINE,30,26
5246,07N4013N,FIR,24,28
5247,07N4013NE,FIR,36,13
5248,07N4013NW,FIR,30,40
5249,07N4013W,FIR,10,22
5250,07N4014N,FIR,20,65
5251,07N4014NW,YELLOW PINE,24,179
5252,07N4014W,FIR,12,18
5253,07N4015N,FIR,16,80
5254,07N4015NW,FIR,24,272
5255,07N4015W,FIR,25,74
5256,07N4016N,FIR,18,170
5257,07N4016NW,FIR,12,117
5258,07N4016W,FIR,16,63
5259,07N4017N,FIR,20,93
5260,07N4017NW,FIR,10,56
5261,07N4017W,SPRUCE,20,57
5262,07N4026NW,FIR,20,58
5263,07N4026W,FIR,7,107
5264,07N4027N,FIR,14,96
5265,07N4027NW,FIR,12,31
5266,07N4027W,FIR,12,70
5267,07N4101E,FIR,8,196
5268,07N4101NW,FIR,8,94
5269,07N4101W,FIR,10,44
5270,07N4102NW,FIR,8,64
5271,07N4102W,FIR,16,278
5272,07N4103NW,FIR,20,47
5273,07N4103W,FIR,10,201
5274,07N4104NW,FIR,10,192
5275,07N4104W,FIR,6,54
5276,07N4105NW,WESTERN LARCH,8,39
5277,07N4105W,FIR,30,40
5278,07N4107N,FIR,12,29
5279,07N4108N,FIR,24,20
5280,07N4108NW,FIR,14,257
5281,07N4108W,FIR,24,97
5282,07N4109N,FIR,20,137
5283,07N4133NW,FIR,14,74
5284,07N4134N,FIR,10,27
5285,07N4134NW,YELLOW PINE,30,113
5286,07N4134W,FIR,4,72
5287,07N4135N,YELLOW PINE,8,111
5288,07N4135NW,FIR,16,111
5289,07N4135W,FIR,15,130
5290,07N4136E,FIR,11,73
5291,07N4136N,FIR,6,28
5292,07N4136NE,FIR,10,125
5293,07N4109NW,FIR,40,190
5294,07N4109W,FIR,12,32
5295,07N4110N,FIR,10,75
5296,07N4110NW,FIR,14,131
5297,07N4110W,FIR,8,50
5298,07N4111N,FIR,8,89
5299,07N4111NW,FIR,14,104
5300,07N4111W,FIR,30,138
5301,07N4112N,WESTERN LARCH,15,158
5302,07N4112NE,FIR,8,69
5303,07N4112NW,FIR,18,84
5304,07N4204NW,WESTERN LARCH,16,47
5305,07N4204W,FIR,10,140
5306,07N4205N,FIR,8,23
5307,07N4205NW,SPRUCE,14,63
5308,07N4205W,FIR,14,25
5309,07N4206N,FIR,8,72
5310,07N4307NW,FIR,16,357
5311,07N4308N,FIR,14,31
5312,07N4308NW,FIR,12,12
5313,07N4308W,FIR,10,44
5314,07N4309N,FIR,30,39
5315,07N4305NW,WESTERN LARCH,30,58
5316,07N4307N,FIR,46,81
5317,07N4309NW,FIR,10,70
5318,07N4309W,FIR,18,72
5319,07N4208N,FIR,14,117
5320,07N4208NW,FIR,7,131
5321,07N4208W,FIR,18,57
5322,07N4209N,FIR,18,101
5323,07N4209NW,FIR,16,225
5324,07N4209W,FIR,11,52
5325,07N4210N,FIR,10,58
5326,07N4210NW,FIR,10,33
5327,07N4210W,FIR,9,48
5328,07N4211N,FIR,16,95
5329,07N4211NW,YEW,3,8
5330,07N4211W,FIR,14,23
5331,07N4212E,FIR,32,62
5332,07N4212N,FIR,18,84
5333,07N4212NE,FIR,28,203
5334,07N4212NW,FIR,16,101
5335,07N4212W,FIR,12,224
5336,07N4213E,FIR,16,71
5337,07N4213N,FIR,14,45
5338,07N4213NE,FIR,18,162
5339,07N4213NW,FIR,14,38
5340,07N4213W,FIR,8,72
5341,07N4214N,YELLOW PINE,30,155
5342,07N4214NW,YELLOW PINE,20,126
5343,07N4214W,FIR,12,66
5344,07N4215N,FIR,16,34
5345,07N4215NW,FIR,3,15
5346,07N4215W,FIR,11,15
5347,07N4216N,FIR,10,26
5348,07N4216NW,YELLOW PINE,8,46
5349,07N4216W,FIR,10,54
5350,07N4217N,FIR,10,48
5351,07N4220N,JUNIPER,24,208
5352,07N4220NW,FIR,24,254
5353,07N4220W,FIR,12,30
5354,07N4221N,FIR,6,53
5355,07N4221NW,FIR,9,13
5356,07N4221W,YELLOW PINE,16,57
5357,07N4222N,FIR,8,66
5358,07N4222NW,FIR,11,65
5359,07N4222W,FIR,20,119
5360,07N4223N,FIR,9,22
5361,07N4223NW,FIR,7,76
5362,07N4223W,FIR,14,45
5363,07N4224E,FIR,14,148
5364,07N4224N,YELLOW PINE,24,482
5365,07N4224NE,FIR,16,44
5366,07N4224NW,FIR,12,21
5367,07N4224W,FIR,10,24
5368,07N4225N,FIR,20,101
5369,07N4225NE,PINE,18,368
5370,07N4225NW,FIR,12,51
5371,07N4225W,YELLOW PINE,48,318
5372,07N4226N,FIR,12,32
5373,07N4226NW,FIR,12,68
5374,07N4226W,YELLOW PINE,12,88
5375,07N4227N,FIR,16,200
5376,07N4227NW,FIR,12,61
5377,07N4227W,YELLOW PINE,24,202
5378,07N4228N,JUNIPER,6,51
5379,07N4228NW,YELLOW PINE,16,265
5380,07N4228W,FIR,12,181
5381,07N4229N,FIR,12,57
5382,07N4229NW,FIR,12,87
5383,07N4229W,FIR,9,35
5384,07N4230N,FIR,20,44
5385,07N4231S,YELLOW PINE,20,87
5386,07N4231SW,FIR,16,239
5387,07N4232N,YELLOW PINE,8,192
5388,07N4232NW,YELLOW PINE,10,74
5389,07N4232S,FIR,10,56
5390,07N4310N,FIR,22,112
5391,07N4310NW,PINE,34,124
5392,07N4310W,FIR,16,27
5393,07N4311N,PINE,35,385
5394,07N4311NW,FIR,20,338
5395,07N4311W,FIR,9,96
5396,07N4312E,PINE,12,168
5397,07N4312N,FIR,8,16
5398,07N4312NE,JUNIPER,18,139
5399,07N4312NW,FIR,16,157
5400,07N4312W,FIR,18,20
5401,07N4313N,FIR,8,40
5402,07N4206NW,FIR,10,154
5403,07N4112W,FIR,12,93
5404,07N4113NE,FIR,16,328
5405,07N4113NW,FIR,30,259
5406,07N4113W,FIR,40,51
5407,07N4114N,FIR,9,130
5408,07N4114NW,FIR,30,252
5409,07N4114W,FIR,8,137
5410,07N4115N,FIR,9,31
5411,07N4115NW,FIR,12,67
5412,07N4115W,FIR,12,53
5413,07N4116N,FIR,8,115
5414,07N4116NW,YELLOW PINE,10,149
5415,07N4116W,WESTERN LARCH,6,64
5416,07N4117N,YELLOW PINE,22,173
5417,07N4117NW,YELLOW PINE,10,43
5418,07N4117W,YELLOW PINE,16,205
5419,07N4118N,FIR,18,109
5420,07N4119N,FIR,14,116
5421,07N4120N,FIR,6,65
5422,07N4120NW,YELLOW PINE,20,118
5423,07N4120W,FIR,8,21
5424,07N4121N,FIR,52,80
5425,07N4121NW,SPRUCE,8,37
5426,07N4121W,FIR,15,69
5427,07N4122N,FIR,8,73
5428,07N4122NW,SPRUCE,9,32
5429,07N4122W,SPRUCE,14,82
5430,07N4123N,FIR,12,51
5431,07N4123NW,FIR,16,52
5432,07N4123W,FIR,12,210
5433,07N4124NE,YELLOW PINE,3,29
5434,07N4124NW,FIR,8,160
5435,07N4124W,FIR,10,120
5436,07N4125N,FIR,12,16
5437,07N4125NE,YELLOW PINE,10,69
5438,07N4125NW,FIR,18,272
5439,07N4125W,FIR,14,19
5440,07N4126N,FIR,12,113
5441,07N4126NW,FIR,30,122
5442,07N4126W,FIR,9,144
5443,07N4127NW,FIR,10,164
5444,07N4127W,FIR,8,26
5445,07N4128N,FIR,32,308
5446,07N4128NW,SPRUCE,16,62
5447,07N4128W,SPRUCE,12,36
5448,07N4129N,FIR,20,170
5449,07N4129NW,FIR,10,13
5450,07N4129W,FIR,18,154
5451,07N4130N,WESTERN LARCH,10,42
5452,07N4131N,FIR,18,300
5453,07N4132N,FIR,30,40
5454,07N4132NW,FIR,10,45
5455,07N4132W,YELLOW PINE,9,33
5456,07N4133N,FIR,12,64
5457,07N4136NW,YELLOW PINE,30,258
5458,07N4136W,JUNIPER,11,13
5459,07N4231N,FIR,18,219
5460,07N4330NW,FIR,7,43
5461,07N4330W,FIR,14,74
5462,07N4331NW,WESTERN LARCH,30,55
5463,07N4332N,YELLOW PINE,36,75
5464,07N4332NW,YELLOW PINE,24,22
5465,07N4332W,RED FIR,18,48
5466,07N4333N,RED FIR,24,39
5467,07S2311NW,PINE,10,58
5468,07S2311W,WESTERN LARCH,13,20
5469,07S2312NW,WESTERN LARCH,30,100
5470,07S2313N,PINE,20,7
5471,07S2314NW,RED FIR,20,46
5472,07S2323N,RED FIR,24,17
5473,07S2423W,RED FIR,40,41
5474,07S2424N,RED FIR,30,54
5475,07S2424W,YELLOW PINE,48,185
5476,07S2425N,PINE,20,142
5477,07S2426W,YELLOW PINE,24,74
5478,07S2427N,PINE,6,20
5479,07S2428NW,PINE,22,21
5480,07N4201N,FIR,24,151
5481,07N4201NW,WESTERN LARCH,30,43
5482,07N4201W,FIR,18,119
5483,07N4202N,SPRUCE,12,138
5484,07N4202NW,FIR,14,87
5485,07N4202W,FIR,14,20
5486,07N4203N,FIR,12,88
5487,07N4203NW,FIR,14,155
5488,07N4203W,FIR,14,49
5489,07N4204N,SPRUCE,24,58
5490,07N4207N,YELLOW PINE,11,72
5491,07N4217NW,FIR,20,119
5492,07N4217W,FIR,10,175
5493,07N4218N,FIR,10,85
5494,07N4219N,FIR,10,60
5495,07S2501NW,FIR,8,9
5496,07S2502W,YELLOW PINE,22,32
5497,07S2504W,QUAKING ASH,10,38
5498,07S2505NW,FIR,16,24
5499,07S2506W,WESTERN LARCH,14,5
5500,07S2508N,WESTERN LARCH,13,20
5501,07S2508NW,PINE,36,---
5502,07S2510NW,PINE,15,10
5503,07S2515W,PINE,5,21
5504,07S2516N,YELLOW PINE,40,80
5505,07S2516W,YELLOW PINE,20,26
5506,07S2517W,PINE,12,10
5507,07S2518N,RED FIR,12,34
5508,07S2518NW,WESTERN LARCH,28,47
5509,07S2519N,YELLOW PINE,38,35
5510,07S2519W,PINE,36,7
5511,07N4232SW,FIR,12,91
5512,07N4232W,FIR,11,54
5513,07N4233N,YELLOW PINE,10,116
5514,07N4233NW,JUNIPER,10,286
5515,07N4233S,FIR,4,25
5516,07N4233SW,YELLOW PINE,20,70
5517,07N4233W,FIR,16,263
5518,07N4234N,JUNIPER,12,95
5519,07N4234NW,FIR,8,57
5520,07N4234S,FIR,8,98
5521,07N4234SW,YELLOW PINE,20,263
5522,07N4234W,YELLOW PINE,10,188
5523,07N4235N,FIR,12,365
5524,07N4235NW,FIR,6,38
5525,07N4235S,FIR,12,57
5526,07N4235SW,FIR,20,126
5527,07N4235W,FIR,30,174
5528,07N4236E,PINE,14,194
5529,07N4236N,YELLOW PINE,24,159
5530,07N4236NE,FIR,16,80
5531,07N4236NW,WESTERN LARCH,15,14
5532,07N4236S,YELLOW PINE,30,152
5533,07N4236SW,FIR,18,120
5534,07N4236W,FIR,10,159
5535,07N4301NW,WESTERN LARCH,9,48
5536,07N4302NW,FIR,30,173
5537,07N4303NW,PINE,26,348
5538,07N4304NW,FIR,30,169
5539,07N4313NE,FIR,26,46
5540,07N4313NW,PINE,8,75
5541,07N4313W,FIR,10,684
5542,07N4314N,FIR,10,151
5543,07N4314NW,FIR,26,188
5544,07N4314W,FIR,40,788
5545,07N4315N,FIR,9,197
5546,07N4315NW,PINE,40,144
5547,07N4315W,FIR,22,63
5548,07N4316N,JUNIPER,12,279
5549,07N4316NW,FIR,20,40
5550,07N4316W,FIR,12,32
5551,07N4317N,FIR,18,10
5552,07N4317NW,FIR,30,234
5553,07N4317W,FIR,10,20
5554,07N4318N,FIR,36,62
5555,07N4318NW,FIR,36,110
5556,07N4319N,FIR,9,74
5557,07N4319NW,FIR,14,54
5558,07N4319S,FIR,34,84
5559,07N4320N,FIR,6,99
5560,07N4320NW,FIR,30,153
5561,07N4320SW,FIR,8,303
5562,07N4320W,FIR,16,62
5563,07N4321N,FIR,40,23
5564,07N4321S,FIR,18,13
5565,07N4321SW,FIR,18,80
5566,07N4321W,FIR,18,106
5567,07N4322N,FIR,15,108
5568,07N4322NW,FIR,15,523
5569,07N4322SW,FIR,16,114
5570,07N4322W,FIR,18,91
5571,07N4323N,PINE,28,18
5572,07N4323NW,FIR,20,272
5573,07N4323W,PINE,48,141
5574,07N4324N,PINE,26,39
5575,07N4324NE,FIR,32,44
5576,07N4324NW,FIR,12,22
5577,07N4324W,PINE,32,621
5578,07N4325NW,PINE,46,288
5579,07N4326N,FIR,26,80
5580,07N4326NW,FIR,20,39
5581,07N4326W,YELLOW PINE,48,150
5582,07N4327N,PINE,22,84
5583,07N4327NW,FIR,18,14
5584,07N4327W,WESTERN LARCH,6,24
5585,07N4328NW,FIR,28,46
5586,07N4329N,FIR,30,26
5587,07N4329NW,PINE,20,376
5588,07S2402W,WESTERN LARCH,20,30
5589,07S2407NW,WESTERN LARCH,22,20
5590,07S2407W,FIR,6,12
5591,07S2408NW,WESTERN LARCH,15,40
5592,07S2410NW,FIR,12,25
5593,07S2419N,FIR,6,9
5594,07S2419W,WESTERN LARCH,9,12
5595,07S2422N,PINE,12,38
5596,07N4333NW,YELLOW PINE,30,69
5597,07N4334N,WESTERN LARCH,14,120
5598,07N4334NW,YELLOW PINE,30,150
5599,07N4334W,BULL PINE,15,26
5600,07S2411N,FIR,10,15
5601,07S2411NW,PINE,14,40
5602,07S2412W,WESTERN LARCH,20,52
5603,07S2413N,FIR,20,11
5604,07S2414N,PINE,24,30
5605,07N4401W,WESTERN LARCH,12,25
5606,07N4414NW,PINE,20,80
5607,07N4415NW,PINE,24,19
5608,07N4416NW,PINE,14,62
5609,07N4416W,PINE,12,23
5610,07N4417N,FIR,15,12
5611,07N4417NW,FIR,14,31
5612,07N4417W,PINE,5,26
5613,07N4418NW,FIR,30,104
5614,07N4418W,PINE,34,167
5615,07N4419N,PINE,6,50
5616,07S2511N,RED FIR,14,27
5617,07N4419NW,FIR,13,56
5618,07N4419W,FIR,36,106
5619,07N4421NW,FIR,8,20
5620,07N4422N,PINE,16,154
5621,07N4422NW,PINE,60,44
5622,07N4423NW,PINE,15,16
5623,07S2301N,QUAKING ASPEN,4,17
5624,07S2311N,FIR,32,44
5625,07S2431N,RED FIR,40,97
5626,07S2431NW,PINE,12,28
5627,07S2431W,YELLOW PINE,30,59
5628,07S2432W,PINE,13,8
5629,07S2433N,PINE,15,30
5630,07S2434N,YELLOW PINE,45,52
5631,07S2434W,PINE,20,39
5632,07S2733N,FIR,12,24
5633,07S2733NW,PINE,8,39
5634,07S2733SW,PINE,31,30
5635,07S2734NW,PINE,36,106
5636,07S2734W,PINE,6,75
5637,07S2801NW,PINE,7,54
5638,07S2801W,PINE,7,211
5639,07S2803NW,PINE,8,85
5640,07S2803W,PINE,20,75
5641,07S2804W,PINE,10,159
5642,07S2805NW,PINE,7,38
5643,07S2807NW,PINE,7,38
5644,07S2809NW,JUNIPER,12,168
5645,07S2810N,FIR,36,44
5646,07S2810NW,PINE,14,47
5647,07S2811N,PINE,30,62
5648,07S2812N,FIR,24,49
5649,07S2817NW,PINE,12,47
5650,07S2818NW,PINE,20,54
5651,07S3101N,FIR,7,23
5652,07S3101NW,FIR,16,58
5653,07S3102N,PINE,6,50
5654,07S3102NW,PINE,9,14
5655,07S3103N,PINE,40,118
5656,07S3103NW,FIR,28,13
5657,07S3105NW,FIR,7,50
5658,07S3105W,FIR,30,65
5659,07S3106N,PINE,10,45
5660,07S3106NW,PINE,36,172
5661,07S3107N,PINE,10,69
5662,07S3108N,PINE,20,55
5663,07S3108NW,PINE,18,190
5664,07S3108W,WESTERN LARCH,16,23
5665,07S3109N,FIR,24,77
5666,07S3109NW,PINE,30,40
5667,07S3109W,PINE,20,19
5668,07S2520W,PINE,20,26
5669,07S2521W,PINE,6,5
5670,07S2525NW,YELLOW PINE,30,128
5671,07S2527W,YELLOW PINE,30,85
5672,07S2530W,YELLOW PINE,50,110
5673,07S2532N,PINE,15,11
5674,07S2534N,YELLOW PINE,38,59
5675,07S2601E,YELLOW PINE,20,100
5676,07S2601NW,WESTERN LARCH,32,43
5677,07S2601W,PINE,40,40
5678,07S2602NW,PINE,24,89
5679,07S2602W,RED FIR,24,20
5680,07S2603W,YELLOW PINE,38,49
5681,07S2604NW,PINE,10,200
5682,07S2604W,PINE,36,36
5683,07S2608N,YELLOW PINE,24,100
5684,07S2609NW,WESTERN LARCH,24,8
5685,07S2610NW,WESTERN LARCH,6,8
5686,07S2612NW,WHITE FIR,36,11
5687,07S2613N,PINE,23,40
5688,07S2618N,SPRUCE,15,21
5689,07S2618NW,RED FIR,12,7
5690,07S2620NW,YELLOW PINE,12,31
5691,07S2620W,WESTERN LARCH,18,11
5692,07S2621W,RED FIR,24,32
5693,07S2622N,WHITE FIR,6,11
5694,07S2623W,PINE,22,56
5695,07S2624N,PINE,8,33
5696,07S2624W,PINE,5,9
5697,07S2625NW,FIR,40,19
5698,07S2628N,YELLOW PINE,8,55
5699,07S2629N,YELLOW PINE,33,48
5700,07S2633N,PINE,7,22
5701,07S2635NW,WHITE FIR,12,27
5702,07S2636E,PINE,32,58
5703,07S2701E,PINE,14,31
5704,07S2701NE,JUNIPER,12,198
5705,07S2702W,PINE,12,24
5706,07S2703NW,FIR,14,22
5707,07S2703W,FIR,20,25
5708,07S2704NW,FIR,30,8
5709,07S2704W,PINE,20,15
5710,07S2705W,PINE,10,37
5711,07S2707N,PINE,12,40
5712,07S2707NW,PINE,20,126
5713,07S2708N,FIR,18,29
5714,07S2708NW,PINE,10,40
5715,07S2708W,PINE,5,100
5716,07S2709N,FIR,30,31
5717,07S2709NW,PINE,15,119
5718,07S2709W,PINE,9,98
5719,07S2710N,FIR,30,18
5720,07S2710NW,PINE,24,107
5721,07S2710W,PINE,18,71
5722,07S2711NW,PINE,22,11
5723,07S2711W,FIR,24,63
5724,07S2712N,PINE,6,12
5725,07S2712W,PINE,7,88
5726,07S2713N,FIR,26,33
5727,07S2713NW,PINE,30,55
5728,07S2714W,PINE,30,42
5729,07S2715NW,PINE,16,121
