OID,IDTRSD,TreeSpecie,TreeDia,TreeDist
9362,03N4034S,FIR,6,21
9363,03N4034SW,FIR,7,3
9364,03N4034W,PINE,8,72
9365,03N4035N,FIR,6,11
9366,03N4035NW,FIR,10,36
9367,03N4035S,FIR,7,8
9368,03N4035SW,PINE,5,69
9369,03N4035W,FIR,10,23
9370,03N4036N,PINE,18,98
9371,03N4036NW,FIR,20,65
9372,03N4036SW,FIR,16,6
9373,03N4036W,PINE,24,95
9374,03N4101N,FIR,18,18
9375,03N4101NW,FIR,40,20
9376,03N4101W,FIR,24,17
9377,03N4102N,FIR,10,60
9378,03N4102NW,FIR,12,23
9379,03N4102W,FIR,20,40
9380,03N4103N,WESTERN LARCH,10,44
9381,03N4103NW,WESTERN LARCH,15,3
9382,03N4103W,WESTERN LARCH,28,38
9383,03N4104N,FIR,20,37
9384,03N4104NW,PINE,4,40
9385,03N4104W,FIR,10,11
9386,03N4105NW,FIR,18,27
9387,03N4105W,PINE,30,27
9388,03N4106N,FIR,15,20
9389,03N4106NW,PINE,30,74
9390,03N4107N,FIR,20,28
9391,03N4107NW,PINE,38,41
9392,03N4108N,FIR,30,227
9393,03N4108NW,PINE,48,60
9394,03N4108W,WESTERN LARCH,28,26
9395,03N4109N,FIR,24,69
9396,03N4109NW,FIR,28,57
9397,03N4109W,PINE,38,155
9398,03N4110N,FIR,10,10
9399,03N4110NW,WESTERN LARCH,30,33
9400,03N4110W,WESTERN LARCH,4,27
9401,03N4111N,FIR,24,19
9402,03N4111NW,FIR,28,11
9403,03N4111W,PINE,4,190
9404,03N4112N,FIR,30,43
9405,03N4112NE,FIR,40,8
9406,03N4112NW,PINE,30,57
9407,03N4112W,FIR,10,23
9408,03N4201N,PINE,8,46
9409,03N4201NE,PINE,18,161
9410,03N4201NW,PINE,24,27
9411,03N4201W,PINE,10,57
9412,03N4202N,FIR,6,12
9413,03N4202NW,PINE,6,56
9414,03N4202W,FIR,6,14
9415,03N4203N,PINE,16,17
9416,03N4203NW,PINE,7,78
9417,03N4203W,PINE,30,45
9418,03N4204N,WESTERN LARCH,8,21
9419,03N4204NW,PINE,8,106
9420,03N4204W,PINE,36,15
9421,03N4205N,WESTERN LARCH,13,16
9422,03N4205NW,FIR,10,31
9423,03N4205W,PINE,30,224
9424,03N4206N,WESTERN LARCH,13,25
9425,03N4206NW,PINE,21,116
9426,03N4206W,PINE,20,23
9427,03N4207N,WESTERN LARCH,20,63
9428,03N4207NW,PINE,8,63
9429,03N4207W,PINE,20,31
9430,03N4208N,PINE,10,47
9431,03N4208NW,PINE,36,55
9432,03N4208W,PINE,12,15
9433,03N4209N,WESTERN LARCH,24,24
9434,03N4209NW,PINE,8,19
9435,03N4209W,PINE,8,17
9436,03N4210N,PINE,24,48
9437,03N4210NW,PINE,12,56
9438,03N4210W,FIR,12,12
9439,03N4211N,PINE,10,71
9440,03N4211NW,PINE,10,24
9441,03N4211W,WESTERN LARCH,10,55
9442,03N4212N,PINE,15,46
9443,03N4212NW,PINE,20,21
9444,03N4212W,PINE,26,57
9445,03N4213N,FIR,8,38
9446,03N4213NW,FIR,8,17
9447,03N4214N,FIR,20,14
9448,03N4214NW,PINE,12,56
9449,03N4216N,PINE,24,28
9450,03N4216NW,WESTERN LARCH,24,18
9451,03N4217NW,PINE,6,44
9452,03N4218N,PINE,11,10
9453,03N4218NW,WESTERN LARCH,10,15
9454,03N4306W,PINE,12,74
9455,03N4307NW,FIR,18,54
9456,03N4307W,WESTERN LARCH,20,79
9457,03N4318NW,PINE,12,51
9458,03S3131N,PINE,20,125
9459,03S3131S,PINE,14,54
9460,03S3313NW,WESTERN LARCH,26,26
9461,03S3313W,FIR,12,15
9462,03S3314N,FIR,6,20
9463,03S3314NW,SPRUCE,40,42
9464,03S3314W,PINE,9,24
9465,03S3315N,PINE,7,3
9466,03S3315NW,PINE,8,31
9467,03S3315W,PINE,7,10
9468,03S3316N,PINE,6,12
9469,03S3316NW,WESTERN LARCH,24,45
9470,03S3316W,FIR,6,42
9471,03S3317N,WESTERN LARCH,18,59
9472,03S3317NW,FIR,15,24
9473,03S3317W,FIR,24,7
9474,03S3318N,FIR,15,39
9475,03S3319N,PINE,---,53
9476,03S3320N,FIR,15,31
9477,03S3320NW,PINE,5,146
9478,03S3320W,PINE,20,84
9479,03S3321N,PINE,9,13
9480,03S3321NW,PINE,15,18
9481,03S3321W,PINE,5,30
9482,03S3322N,FIR,15,107
9483,03S3322NW,PINE,15,50
9484,03S3322W,PINE,5,21
9485,03S3323N,PINE,6,20
9486,03S3323NW,JUNIPER,15,248
9487,03S3323W,PINE,20,28
9488,03S3324N,PINE,4,17
9489,03S3324NE,PINE,8,99
9490,03S3324NW,PINE,10,131
9491,03S3324W,PINE,7,46
9492,03S3325N,PINE,4,13
9493,03S3325NE,FIR,34,34
9494,03S3325NW,PINE,10,36
9495,03S3325W,PINE,6,17
9496,03S3326N,FIR,9,46
9497,03S3326NW,PINE,4,26
9498,03S3326W,WESTERN LARCH,20,64
9499,03S3327N,PINE,9,7
9500,03S33514NW,FIR,20,72
9501,03S33514W,FIR,7,27
9502,03S33515NW,WESTERN LARCH,15,28
9503,03S33522NW,PINE,10,20
9504,03S33523N,PINE,10,80
9505,03S33523NW,PINE,10,20
9506,03S33523W,FIR,8,15
9507,03S3327NW,PINE,5,48
9508,03S3327W,PINE,3,10
9509,03S3328N,PINE,10,23
9510,03S3328NW,PINE,3,27
9511,03S3328W,PINE,15,80
9512,03S3329N,PINE,9,38
9513,03S3329NW,PINE,4,24
9514,03S3329W,FIR,12,42
9515,03S3330N,PINE,4,31
9516,03S3331N,FIR,9,19
9517,03S3332N,FIR,10,31
9518,03S3332NW,PINE,7,34
9519,03S3332SW,WESTERN LARCH,12,13
9520,03S3332W,PINE,20,12
9521,03S3333N,PINE,7,169
9522,03S3333NW,WESTERN LARCH,3,16
9523,03S3333SW,PINE,10,15
9524,03S3333W,PINE,3,31
9525,03S3334N,PINE,6,78
9526,03S3334NW,PINE,4,46
9527,03S3334SW,PINE,20,168
9528,03S3334W,PINE,6,143
9529,03S3335N,PINE,4,21
9530,03S3335NW,PINE,4,44
9531,03S3335SW,PINE,10,89
9532,03S3335W,PINE,18,49
9533,03S3336E,PINE,8,26
9534,03S3336N,PINE,5,14
9535,03S3336NE,PINE,9,48
9536,03S3336NW,PINE,15,26
9537,03S3336SW,PINE,8,39
9538,03S3336W,PINE,10,133
9539,03S33501N,PINE,18,234
9540,03S33501NW,PINE,10,75
9541,03S33501W,PINE,30,102
9542,03S33511NW,WESTERN LARCH,11,20
9543,03S33511W,PINE,11,30
9544,03S33512N,FIR,10,50
9545,03S33512NE,PINE,36,210
9546,03S33512NW,PINE,21,12
9547,03S33512W,PINE,10,29
9548,03S33513N,FIR,21,39
9549,03S33513NE,WESTERN LARCH,24,16
9550,03S33513NW,PINE,30,60
9551,03S33513W,PINE,13,48
9552,03S33514N,PINE,10,18
9553,03S3131SW,PINE,16,283
9554,03S3132N,PINE,6,40
9555,03S3212NE,FIR,10,132
9556,03S3212NW,WESTERN LARCH,12,19
9557,03S3212W,FIR,7,18
9558,03S3213NE,FIR,12,52
9559,03S3213NW,PINE,28,183
9560,03S3213W,PINE,14,120
9561,03S3215N,PINE,12,27
9562,03S3132NW,PINE,24,140
9563,03S3132S,PINE,28,58
9564,03S3132SW,PINE,22,35
9565,03S3132W,FIR,12,44
9566,03S3133N,PINE,8,15
9567,03S3133NW,WESTERN LARCH,18,55
9568,03S3133S,PINE,42,81
9569,03S3133SW,PINE,22,50
9570,03S3133W,WESTERN LARCH,8,30
9571,03S3134N,PINE,18,108
9572,03S3134NW,PINE,20,149
9573,03S3134SW,PINE,18,98
9574,03S3134W,FIR,7,61
9575,03S3135N,PINE,9,33
9576,03S3135NW,PINE,6,10
9577,03S3135SW,PINE,6,41
9578,03S3135W,PINE,26,167
9579,03S3136N,PINE,16,52
9580,03S3136NE,PINE,6,33
9581,03S3136NW,PINE,30,95
9582,03S3136S,FIR,5,16
9583,03S3136SW,PINE,9,23
9584,03S3136W,PINE,20,23
9585,03S3201E,FIR,10,12
9586,03S3201NE,FIR,5,38
9587,03S3201W,PINE,7,7
9588,03S3202NW,PINE,8,42
9589,03S3202W,PINE,10,46
9590,03S3204W,WESTERN LARCH,5,19
9591,03S3209N,PINE,36,47
9592,03S3209NW,FIR,11,28
9593,03S3209W,PINE,10,62
9594,03S3210N,FIR,10,67
9595,03S3210NW,PINE,11,97
9596,03S3211N,FIR,20,19
9597,03S3211NW,PINE,32,16
9598,03S3211W,PINE,18,49
9599,03S3212E,PINE,14,94
9600,03S3215NW,WESTERN LARCH,16,72
9601,03S3215W,PINE,26,80
9602,03S3216N,FIR,14,69
9603,03S3216NW,FIR,12,54
9604,03S3216W,WESTERN LARCH,12,50
9605,03S3217N,PINE,18,8
9606,03S3217NW,PINE,22,11
9607,03S3220N,WESTERN LARCH,20,90
9608,03S3220NW,WESTERN LARCH,14,30
9609,03S3221N,PINE,16,53
9610,03S3401N,PINE,16,72
9611,03S3401NE,PINE,12,51
9612,03S3406NW,WILLOW,6,38
9613,03S3406W,FIR,12,65
9614,03S3407W,FIR,4,9
9615,03S3418W,PINE,10,182
9616,03S3419W,PINE,4,16
9617,03S3430W,FIR,18,22
9618,03S3431W,PINE,10,20
9619,03S3221NW,WESTERN LARCH,14,48
9620,03S3221W,PINE,32,78
9621,03S3222N,PINE,16,38
9622,03S3222NW,FIR,7,53
9623,03S3222W,PINE,4,18
9624,03S33502N,WESTERN LARCH,8,100
9625,03S33502NW,PINE,36,12
9626,03S33502W,FIR,27,32
9627,03S33503NW,PINE,5,15
9628,03S33510NW,PINE,6,6
9629,03S33511N,WESTERN LARCH,20,13
9630,03S3223N,PINE,15,8
9631,03S3223NW,FIR,10,62
9632,03S3223W,FIR,14,16
9633,03S3224E,PINE,7,29
9634,03S3224NE,PINE,10,43
9635,03S3224NW,FIR,10,65
9636,03S3225E,PINE,8,69
9637,03S3225N,PINE,8,41
9638,03S3225NE,PINE,5,26
9639,03S3225NW,PINE,22,61
9640,03S3226NW,PINE,8,47
9641,03S3226W,PINE,20,64
9642,03S3227N,FIR,10,18
9643,03S3227NW,FIR,9,41
9644,03S3227W,WESTERN LARCH,10,44
9645,03S3228N,PINE,9,33
9646,03S3228NW,PINE,14,161
9647,03S3228W,FIR,8,6
9648,03S3229N,PINE,6,36
9649,03S3229NW,PINE,16,83
9650,03S3232N,PINE,32,45
9651,03S3232NW,PINE,7,58
9652,03S3233N,FIR,7,23
9653,03S3233NW,FIR,10,61
9654,03S3233W,PINE,28,174
9655,03S3234N,PINE,40,176
9656,03S3234NW,PINE,6,14
9657,03S3234W,PINE,14,191
9658,03S3235NW,PINE,10,91
9659,03S3235W,PINE,14,76
9660,03S3236E,FIR,10,14
9661,03S3236NE,PINE,16,169
9662,03S3236NW,PINE,7,111
9663,03S3236W,PINE,27,31
9664,03S3301E,WESTERN LARCH,15,23
9665,03S3301N,PINE,7,43
9666,03S3301NW,FIR,5,33
9667,03S3301W,WESTERN LARCH,5,13
9668,03S3302N,FIR,24,45
9669,03S3302NW,FIR,6,72
9670,03S3302W,PINE,24,5
9671,03S3303N,FIR,20,39
9672,03S3303W,PINE,32,108
9673,03S3304N,FIR,15,52
9674,03S3304W,PINE,5,46
9675,03S3305N,PINE,18,110
9676,03S3305NW,PINE,24,79
9677,03S3307N,FIR,8,19
9678,03S3308N,FIR,16,41
9679,03S3308NW,PINE,48,42
9680,03S3308W,FIR,14,22
9681,03S3309N,FIR,14,16
9682,03S3309NW,PINE,32,144
9683,03S3309W,PINE,7,30
9684,03S3310N,FIR,7,79
9685,03S3310NW,FIR,30,55
9686,03S3310W,FIR,24,25
9687,03S3311N,JUNIPER,26,164
9688,03S3311NW,PINE,22,33
9689,03S3311W,WESTERN LARCH,11,35
9690,03S3312N,FIR,20,30
9691,03S3312NE,FIR,28,74
9692,03S3312NW,PINE,5,20
9693,03S3312W,PINE,6,60
9694,03S3313N,PINE,5,10
9695,03S3313NE,PINE,5,14
9696,03S33524N,PINE,10,50
9697,03S33524NE,PINE,10,150
9698,03S33524NW,PINE,12,163
9699,03S33524W,PINE,10,48
9700,03S33525N,PINE,10,23
9701,03S33525NE,PINE,24,213
9702,03S33525NW,PINE,6,71
9703,03S33525W,WESTERN LARCH,10,8
9704,03S33526N,PINE,10,27
9705,03S33526NW,PINE,4,16
9706,03S33526W,FIR,12,62
9707,03S33527NW,FIR,6,33
9708,03S33534NW,WESTERN LARCH,34,8
9709,03S33534SW,PINE,34,43
9710,03S33535N,PINE,6,25
9711,03S33535NW,JUNIPER,18,144
9712,03S33535S,PINE,10,14
9713,03S33535SW,PINE,10,33
9714,03S33535W,PINE,8,17
9715,03S33536N,FIR,20,28
9716,03S33536NE,FIR,18,42
9717,03S33536NW,PINE,10,30
9718,03S33536S,PINE,10,29
9719,03S33536SW,PINE,11,220
9720,03S33536W,PINE,48,---
9721,04N3719N,PINE,18,50
9722,04N3720NW,PINE,20,138
9723,04N3720W,FIR,7,8
9724,04N3725NW,FIR,22,380
9725,04N3725W,FIR,12,125
9726,04N3728NW,FIR,15,30
9727,04N3728W,FIR,14,17
9728,04N3729N,FIR,20,11
9729,04N3729NW,PINE,36,136
9730,04N3729W,WESTERN LARCH,7,6
9731,04N3730N,PINE,15,75
9732,04N3731N,FIR,12,15
9733,04N3732N,WESTERN LARCH,18,30
9734,04N3732NW,FIR,24,16
9735,04N3732W,WESTERN LARCH,6,10
9736,04N3733N,WESTERN LARCH,8,12
9737,04N3733NW,FIR,8,21
9738,04N3733W,FIR,10,26
9739,04N3734N,FIR,24,111
9740,04N3734NW,FIR,8,32
9741,04N3734W,FIR,8,14
9742,04N3735N,FIR,8,31
9743,04N3735NW,FIR,8,10
9744,04N3735W,SPRUCE,6,15
9745,04N3736N,WESTERN LARCH,20,22
9746,04N3736NW,FIR,7,33
9747,04N3736W,SPRUCE,11,13
9748,04N3801E,FIR,10,85
9749,04N3801NE,PINE,12,87
9750,04N3801NW,FIR,10,20
9751,04N3801W,FIR,8,21
9752,04N3802NW,FIR,30,27
9753,04N3802W,FIR,12,107
9754,04N3803NW,PINE,24,190
9755,04N3803W,PINE,40,126
9756,04N3806NW,FIR,14,63
9757,04N3808NW,PINE,8,218
9758,04N3808W,FIR,6,195
9759,04N3809W,FIR,24,59
9760,04N3810N,PINE,16,28
9761,04N3810NW,PINE,12,40
9762,04N3810W,FIR,16,33
9763,04N3811N,FIR,12,84
9764,04N3811NW,PINE,20,73
9765,04N3811W,FIR,20,100
9766,04N3812E,FIR,16,17
9767,04N3812N,FIR,18,33
9768,04N3812NE,FIR,9,23
9769,04N3812NW,FIR,12,22
9770,04N3812W,WESTERN LARCH,16,25
9771,04N3813E,FIR,10,24
9772,04N3813N,FIR,12,32
9773,04N3813NE,SPRUCE,13,51
9774,04N3813NW,FIR,30,90
9775,04N3813W,FIR,8,15
9776,04N3814N,FIR,12,21
9777,04N3814NW,PINE,6,15
9778,04N3814W,FIR,8,82
9779,04N3815N,FIR,42,109
9780,04N3815NW,FIR,18,72
9781,04N3816N,FIR,16,140
9782,04N3816NW,FIR,8,106
9783,04N3816W,PINE,18,157
9784,04N3817NW,FIR,12,111
9785,04N3817W,FIR,18,42
9786,04N3820N,FIR,20,85
9787,04N3820NW,FIR,16,56
9788,04N3820W,FIR,16,19
9789,04N3821N,FIR,13,13
9790,04N3821NW,FIR,18,37
9791,04N3821W,FIR,30,30
9792,04N3823N,FIR,18,28
9793,04N3823W,WESTERN LARCH,12,21
9794,04N3824E,FIR,5,13
9795,04N3824N,PINE,12,21
9796,04N3824NE,FIR,10,34
9797,04N3824NW,FIR,10,56
9798,04N3824W,FIR,18,27
9799,04N3825E,WESTERN LARCH,18,17
9800,04N3825N,FIR,20,25
9801,04N3825NE,FIR,12,25
9802,04N3825NW,WESTERN LARCH,18,25
9803,04N3825W,SPRUCE,12,17
9804,04N3826N,FIR,10,37
9805,04N3826NW,WESTERN LARCH,12,25
9806,04N3826W,WESTERN LARCH,12,10
9807,04N3827N,ALDER,4,50
9808,04N3827NW,FIR,30,82
9809,04N3827W,FIR,20,98
9810,04N3828N,FIR,10,193
9811,04N3828NW,FIR,16,37
9812,04N3828W,FIR,20,63
9813,04N3829N,FIR,8,95
9814,04N3829NW,WESTERN LARCH,12,11
9815,04N3829W,FIR,12,33
9816,04N3830NW,FIR,9,22
9817,04N3830W,FIR,11,27
9818,04N3831N,FIR,20,300
9819,04N3831NW,FIR,6,29
9820,04N3831S,FIR,18,36
9821,04N3831W,FIR,26,51
9822,04N3832N,SPRUCE,10,13
9823,04N3832NW,FIR,12,29
9824,04N3832S,PINE,15,13
9825,04N3832SW,PINE,10,18
9826,04N3832W,FIR,15,85
9827,04N3833N,WESTERN LARCH,28,52
9828,04N3833NW,SPRUCE,20,53
9829,04N3833S,PINE,18,64
9830,04N3833SW,FIR,8,107
9831,04N3833W,PINE,10,43
9832,04N3834N,FIR,8,48
9833,04N3834NW,SPRUCE,12,65
9834,04N3834S,SPRUCE,20,64
9835,04N3834SW,SPRUCE,22,80
9836,04N3834W,FIR,18,82
9837,04N3835N,FIR,10,6
9838,04N3835NW,FIR,20,175
9839,04N3835S,PINE,16,35
9840,04N3835W,FIR,12,82
9841,04N3836E,FIR,24,11
9842,04N3836N,FIR,10,11
9843,04N3836NE,FIR,15,64
9844,04N3836NW,FIR,10,6
9845,04N3836SE,PINE,12,110
9846,04N3836SW,FIR,14,94
9847,04N3836W,FIR,18,25
9848,04N3901NW,WESTERN LARCH,20,23
9849,04N3901W,SPRUCE,13,34
9850,04N3902NW,FIR,16,44
9851,04N3902W,SPRUCE,20,55
9852,04N3903NW,FIR,16,19
9853,04N3903W,SPRUCE,20,65
9854,04N3904NW,SPRUCE,12,39
9855,04N3904W,PINE,11,10
9856,04N3905NW,SPRUCE,8,16
9857,04N3905W,SPRUCE,6,38
9858,04N3907N,SPRUCE,8,20
9859,04N3908N,PINE,10,24
9860,04N3908NW,WESTERN LARCH,18,11
9861,04N3908W,SPRUCE,8,5
9862,04N3909N,SPRUCE,13,31
9863,04N3909NW,PINE,12,35
9864,04N3909W,PINE,9,10
9865,04N3910N,FIR,10,27
9866,04N4319W,PINE,30,210
9867,04N4030N,SPRUCE,8,10
9868,04N4030NW,SPRUCE,30,25
9869,04N4030W,SPRUCE,24,39
9870,04N4031N,FIR,6,25
9871,04N4031NW,SPRUCE,6,14
9872,04N4031W,FIR,12,7
9873,04N4032N,FIR,24,35
9874,04N4032NW,SPRUCE,8,28
9875,04N4032W,WESTERN LARCH,10,7
9876,04N4033N,SPRUCE,10,29
9877,04N4033NW,SPRUCE,4,4
9878,04N4033W,SPRUCE,10,8
9879,04N4034N,SPRUCE,10,35
9880,04N4112NW,PINE,16,64
9881,04N4112W,PINE,40,116
9882,04N4113N,PINE,24,175
9883,04N4113NW,PINE,30,69
9884,04N4113W,FIR,18,31
9885,04N4114N,PINE,36,37
9886,04N4110W,WESTERN LARCH,6,19
9887,04N4111N,PINE,40,76
9888,04N4111NW,FIR,30,85
9889,04N4111W,PINE,36,34
9890,04N4116NW,SPRUCE,4,37
9891,04N4116W,FIR,14,6
9892,04N4114NW,FIR,12,39
9893,04N4114W,FIR,9,34
9894,04N4115N,FIR,24,57
9895,04N4115NW,FIR,14,59
9896,04N4115W,SPRUCE,6,30
9897,04N4116N,WESTERN LARCH,5,20
9898,04N4318NW,PINE,18,148
9899,04N4318W,PINE,20,55
9900,04N4319NW,FIR,10,6
9901,04N4109N,WESTERN LARCH,8,9
9902,04N4109NW,FIR,12,23
9903,04N4109W,FIR,20,15
9904,04N4110N,PINE,30,47
9905,04N4110NW,WESTERN LARCH,8,73
9906,04N4330NW,PINE,10,21
9907,04N4330W,PINE,13,19
9908,04N4331NW,WESTERN LARCH,10,50
9909,04N4331W,PINE,18,168
9910,04N4034NW,SPRUCE,30,21
9911,04N4034W,WESTERN LARCH,20,8
9912,04N4035N,FIR,18,19
9913,04N4035NW,FIR,20,45
9914,04N4035W,SPRUCE,8,18
9915,04N4036E,PINE,24,59
9916,04N4036N,FIR,6,22
9917,04N4036NE,PINE,19,20
9918,04N4036NW,FIR,24,34
9919,04N4036W,WESTERN LARCH,8,18
9920,04N4101NW,WESTERN LARCH,20,76
9921,04N4101W,FIR,16,27
9922,04N4102NW,PINE,24,33
9923,04N4102W,PINE,40,26
9924,04N4103NW,FIR,20,66
9925,04N4103W,PINE,36,36
9926,04N3910NW,SPRUCE,10,27
9927,04N3910W,FIR,24,7
9928,04N3911N,SPRUCE,8,23
9929,04N3911NW,SPRUCE,10,54
9930,04N3911W,SPRUCE,18,70
9931,04N3912N,SPRUCE,30,55
9932,04N3912NW,FIR,27,50
9933,04N3912W,SPRUCE,10,25
9934,04N3913N,SPRUCE,24,42
9935,04N3913NW,PINE,18,55
9936,04N3913W,FIR,18,50
9937,04N3914N,FIR,13,67
9938,04N3914NW,FIR,20,100
9939,04N3914W,FIR,12,20
9940,04N3915N,SPRUCE,9,19
9941,04N3915NW,SPRUCE,9,20
9942,04N3915W,SPRUCE,36,55
9943,04N3916N,WESTERN LARCH,11,7
9944,04N3916NW,PINE,10,15
9945,04N3916W,FIR,6,86
9946,04N3917N,PINE,12,54
9947,04N3917NW,SPRUCE,8,29
9948,04N3917W,SPRUCE,10,20
9949,04N3918N,FIR,18,20
9950,04N3919N,PINE,9,10
9951,04N3920N,WESTERN LARCH,16,31
9952,04N3920NW,SPRUCE,18,8
9953,04N3920W,FIR,10,11
9954,04N3921N,SPRUCE,10,38
9955,04N3921NW,SPRUCE,11,55
9956,04N3921W,SPRUCE,30,38
9957,04N3922N,SPRUCE,12,95
9958,04N3922NW,WESTERN LARCH,18,21
9959,04N3922W,SPRUCE,18,7
9960,04N3923N,FIR,18,38
9961,04N3923NW,FIR,18,79
9962,04N3923W,ROCKY MTN MAPLE,6,23
9963,04N3924N,FIR,10,68
9964,04N3924NW,FIR,12,94
9965,04N3924W,SPRUCE,10,19
9966,04N3925N,PINE,30,17
9967,04N3925NW,PINE,18,50
9968,04N3925W,WESTERN LARCH,12,19
9969,04N3926N,FIR,24,25
9970,04N3926NW,FIR,30,125
9971,04N3926W,FIR,18,23
9972,04N3927N,FIR,18,18
9973,04N3927NW,SPRUCE,10,70
9974,04N3927W,BALM,18,42
9975,04N3928N,SPRUCE,10,37
9976,04N3928NW,SPRUCE,20,24
9977,04N3928W,FIR,18,27
9978,04N3929N,SPRUCE,18,58
9979,04N3929NW,SPRUCE,20,58
9980,04N3929W,FIR,12,26
9981,04N3930N,FIR,15,62
9982,04N3931N,SPRUCE,7,18
9983,04N3932N,FIR,10,10
9984,04N3932NW,WESTERN LARCH,10,12
9985,04N3932W,FIR,12,99
9986,04N3933N,FIR,10,64
9987,04N3933NW,SPRUCE,6,18
9988,04N3933W,FIR,12,21
9989,04N3934N,PINE,20,60
9990,04N3934NW,WESTERN LARCH,6,25
9991,04N3934W,PINE,5,33
9992,04N3935N,FIR,8,11
9993,04N3935NW,ROCKY MTN MAPLE,10,19
9994,04N3935W,WESTERN LARCH,6,14
9995,04N3936N,FIR,6,23
9996,04N3936NW,SPRUCE,10,11
9997,04N3936W,PINE,18,81
9998,04N4001E,PINE,20,152
9999,04N4001NE,FIR,10,56
10000,04N4001NW,PINE,20,130
10001,04N4001W,ALDER,10,24
10002,04N4002NW,SPRUCE,8,15
10003,04N4002W,PINE,10,25
10004,04N4003NW,SPRUCE,10,17
10005,04N4003W,SPRUCE,10,17
10006,04N4004NW,SPRUCE,13,14
10007,04N4004W,FIR,10,18
10008,04N4005NW,SPRUCE,10,27
10009,04N4005W,SPRUCE,24,26
10010,04N4006NW,SPRUCE,50,26
10011,04N4006W,SPRUCE,10,13
10012,04N4007N,SPRUCE,5,23
10013,04N4007NW,SPRUCE,12,5
10014,04N4007W,ALDER,4,19
10015,04N4008N,SPRUCE,10,42
10016,04N4008NW,FIR,24,12
10017,04N4008W,WESTERN LARCH,24,12
10018,04N4009N,SPRUCE,20,21
10019,04N4009NW,FIR,24,63
10020,04N4009W,PINE,12,80
10021,04N4010N,SPRUCE,30,7
10022,04N4010NW,SPRUCE,15,20
10023,04N4010W,SPRUCE,12,13
10024,04N4011N,FIR,20,72
10025,04N4011NW,SPRUCE,10,18
10026,04N4011W,FIR,10,60
10027,04N4012N,FIR,8,42
10028,04N4012NE,FIR,18,45
10029,04N4012NW,FIR,10,13
10030,04N4012W,FIR,11,25
10031,04N4013N,PINE,13,41
10032,04N4013NE,PINE,10,93
10033,04N4013NW,FIR,18,26
10034,04N4013W,FIR,16,27
10035,04N4014N,SPRUCE,10,32
10036,04N4014NW,FIR,8,14
10037,04N4014W,FIR,8,5
10038,04N4015N,FIR,13,15
10039,04N4015NW,FIR,17,60
10040,04N4015W,FIR,30,17
10041,04N4016N,FIR,5,20
10042,04N4016NW,FIR,6,33
10043,04N4016W,WESTERN LARCH,20,3
10044,04N4017N,SPRUCE,10,19
10045,04N4017NW,FIR,12,14
10046,04N4017W,SPRUCE,24,33
10047,04N4018N,SPRUCE,8,50
10048,04N4018NW,FIR,20,34
10049,04N4018W,SPRUCE,20,65
10050,04N4019N,SPRUCE,10,16
10051,04N4019NW,SPRUCE,10,11
10052,04N4019W,PINE,10,291
10053,04N4020N,SPRUCE,20,15
10054,04N4020NW,FIR,10,35
10055,04N4020W,FIR,6,13
10056,04N4021N,FIR,12,25
10057,04N4021NW,FIR,12,82
10058,04N4021W,SPRUCE,6,8
10059,04N4022N,FIR,18,15
10060,04N4022NW,SPRUCE,24,32
10061,04N4022W,FIR,12,35
10062,04N4023N,FIR,24,63
10063,04N4023NW,FIR,10,150
10064,04N4023W,WESTERN LARCH,20,18
10065,04N4024NE,PINE,6,69
10066,04N4024NW,FIR,10,12
10067,04N4024W,FIR,8,29
10068,04N4025N,FIR,6,14
10069,04N4025NE,FIR,24,200
10070,04N4025NW,ALDER,10,22
10071,04N4025W,FIR,8,43
10072,04N4026N,SPRUCE,26,20
10073,04N4026NW,SPRUCE,10,24
10074,04N4026W,SPRUCE,24,8
10075,04N4027N,PINE,20,30
10076,04N4027NW,SPRUCE,24,10
10077,04N4027W,SPRUCE,12,20
10078,04N4028N,SPRUCE,16,31
10079,04N4028NW,SPRUCE,18,21
10080,04N4028W,SPRUCE,12,68
10081,04N4029N,SPRUCE,30,27
10082,04N4029NW,WESTERN LARCH,20,17
10083,04N4029W,SPRUCE,10,21
10084,04N4117N,WESTERN LARCH,8,4
10085,04N4117W,PINE,24,34
10086,04N4119NW,PINE,12,81
10087,04N4120N,FIR,36,22
10088,04N4120NW,FIR,7,51
10089,04N4121N,WESTERN LARCH,8,94
10090,04N4121NW,WESTERN LARCH,30,45
10091,04N4121W,WESTERN LARCH,44,33
10092,04N4122N,WESTERN LARCH,11,38
10093,04N4122NW,FIR,10,18
10094,04N4122W,SPRUCE,4,31
10095,04N4123N,WESTERN LARCH,6,42
10096,04N4123NW,WESTERN LARCH,24,46
10097,04N4123W,FIR,20,38
10098,04N4124N,FIR,12,29
10099,04N4124NW,WESTERN LARCH,18,25
10100,04N4124W,FIR,30,55
10101,04N4125N,PINE,12,61
10102,04N4125NW,FIR,12,67
10103,04N4125W,FIR,20,71
10104,04N4126N,FIR,10,52
10105,04N4126NW,PINE,24,72
10106,04N4126W,FIR,16,21
10107,04N4127N,FIR,24,43
10108,04N4127NW,FIR,24,28
10109,04N4127W,PINE,24,81
10110,04N4128N,WESTERN LARCH,8,43
10111,04N4128NW,FIR,24,51
10112,04N4128W,FIR,12,36
10113,04N4129W,FIR,30,26
10114,04N4130N,FIR,24,50
10115,04N4130NW,PINE,30,166
10116,04N4132NW,PINE,36,124
