Date,MMM,AXP,AAPL,BA,CAT,CVX,CSCO,KO,DIS,DOW,XOM,GS,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PFE,PG,TRV,UTX,UNH,VZ,V,WMT,WBA
2010-11-10,86.25,43.560001373291016,45.432857513427734,67.06999969482422,82.45999908447266,85.16999816894531,24.489999771118164,31.274999618530273,36.9900016784668,,71.12999725341797,167.22000122070312,31.68000030517578,146.5500030517578,21.040000915527344,63.95000076293945,40.619998931884766,79.5,34.959999084472656,26.940000534057617,20.969999313354492,16.829999923706055,64.56999969482422,56.7599983215332,76.1500015258789,37.15999984741211,32.849998474121094,19.822500228881836,54.5099983215332,35.11000061035156
2010-11-11,86.5,43.349998474121094,45.235713958740234,65.37000274658203,82.44000244140625,86.08999633789062,20.520000457763672,31.399999618530273,35.93000030517578,,71.83000183105469,167.7100067138672,31.700000762939453,145.42999267578125,21.209999084472656,63.91999816894531,40.02000045776367,79.69999694824219,35.209999084472656,26.68000030517578,20.917499542236328,16.979999542236328,64.36000061035156,56.40999984741211,75.38999938964844,37.470001220703125,32.630001068115234,19.80500030517578,54.34000015258789,35.209999084472656
2010-11-12,86.23999786376953,42.70000076293945,44.0042839050293,63.09000015258789,81.04000091552734,85.44000244140625,20.149999618530273,31.459999084472656,37.75,,70.98999786376953,165.8300018310547,31.440000534057617,143.74000549316406,21.530000686645508,63.66999816894531,39.61000061035156,78.8499984741211,34.709999084472656,26.270000457763672,20.655000686645508,16.850000381469727,64.33000183105469,56.310001373291016,74.87999725341797,36.66999816894531,32.560001373291016,19.235000610351562,54.130001068115234,34.83000183105469
2010-11-15,86.19999694824219,42.70000076293945,43.862857818603516,63.61000061035156,81.81999969482422,84.86000061035156,19.950000762939453,31.479999542236328,37.25,,70.4800033569336,167.22000122070312,31.389999389648438,143.63999938964844,21.299999237060547,64.13999938964844,40.08000183105469,79.06999969482422,34.540000915527344,26.200000762939453,20.450000762939453,16.75,64.29000091552734,56.779998779296875,75.30999755859375,35.470001220703125,32.77000045776367,19.09000015258789,53.95000076293945,34.5099983215332
2010-11-16,84.23999786376953,41.93000030517578,43.084285736083984,62.779998779296875,80.37000274658203,82.4800033569336,19.440000534057617,31.040000915527344,36.91999816894531,,68.94000244140625,165.10000610351562,31.709999084472656,142.24000549316406,21.06999969482422,63.13999938964844,39.61000061035156,77.41999816894531,34.099998474121094,25.809999465942383,20.127500534057617,16.600000381469727,63.45000076293945,54.72999954223633,74.16000366210938,35.0099983215332,32.189998626708984,18.747499465942383,54.2599983215332,34.0099983215332
2010-11-17,83.94999694824219,41.40999984741211,42.92856979370117,62.5,81.16999816894531,82.45999908447266,19.40999984741211,31.260000228881836,37.220001220703125,,69.01000213623047,164.88999938964844,30.829999923706055,141.9499969482422,21.079999923706055,63.060001373291016,39.18000030517578,78.37000274658203,34.470001220703125,25.56999969482422,20.34749984741211,16.479999542236328,63.27000045776367,55.369998931884766,73.63999938964844,35.33000183105469,32.34000015258789,18.9325008392334,53.77000045776367,34.0099983215332
2010-11-18,85.55000305175781,42.25,44.06142807006836,64.61000061035156,83.11000061035156,83.81999969482422,19.610000610351562,31.920000076293945,37.58000183105469,,70.30999755859375,167.35000610351562,30.8700008392334,144.36000061035156,21.020000457763672,63.83000183105469,39.65999984741211,79.0199966430664,35.290000915527344,25.84000015258789,20.61750030517578,16.829999923706055,64.0199966430664,55.790000915527344,75.02999877929688,35.630001068115234,32.650001525878906,19.235000610351562,53.97999954223633,34.41999816894531
2010-11-19,85.01000213623047,42.75,43.818572998046875,63.59000015258789,83.97000122070312,83.94000244140625,19.610000610351562,32.15999984741211,37.0099983215332,,70.54000091552734,166.6699981689453,31.219999313354492,145.0500030517578,21.139999389648438,63.83000183105469,39.40999984741211,79.63999938964844,35.33000183105469,25.690000534057617,21.452499389648438,16.799999237060547,64.05000305175781,55.4900016784668,75.30999755859375,36.0,32.59000015258789,19.262500762939453,54.38999938964844,34.7599983215332
2010-11-22,84.9000015258789,42.220001220703125,44.76571273803711,64.02999877929688,84.0,83.44999694824219,19.559999465942383,32.1349983215332,36.95000076293945,,70.19000244140625,161.0500030517578,31.09000015258789,145.38999938964844,21.25,63.619998931884766,38.5099983215332,79.5199966430664,35.59000015258789,25.729999542236328,21.479999542236328,16.6299991607666,63.560001373291016,55.029998779296875,75.11000061035156,36.459999084472656,32.5,18.864999771118164,54.380001068115234,34.88999938964844
2010-11-23,83.58999633789062,41.95000076293945,44.104286193847656,63.599998474121094,82.62999725341797,81.75,19.200000762939453,31.809999465942383,36.119998931884766,,68.9800033569336,157.77999877929688,30.90999984741211,143.17999267578125,21.09000015258789,62.869998931884766,37.630001068115234,79.01000213623047,34.810001373291016,25.1200008392334,21.315000534057617,16.56999969482422,62.61000061035156,54.29999923706055,74.18000030517578,36.04999923706055,32.38999938964844,18.662500381469727,53.66999816894531,33.97999954223633
2010-11-24,84.66000366210938,43.0,44.97142791748047,65.41000366210938,84.69000244140625,82.93000030517578,19.459999084472656,32.30500030517578,36.869998931884766,,69.87999725341797,160.25999450683594,31.15999984741211,145.80999755859375,21.389999389648438,63.290000915527344,38.15999984741211,79.4800033569336,35.150001525878906,25.3700008392334,21.63249969482422,16.690000534057617,62.599998474121094,55.11000061035156,76.08999633789062,36.18000030517578,32.349998474121094,18.954999923706055,54.0099983215332,34.310001373291016
2010-11-26,84.4000015258789,42.27000045776367,45.0,64.80000305175781,84.12999725341797,82.05000305175781,19.489999771118164,32.05500030517578,36.70000076293945,,69.2300033569336,158.22000122070312,31.0,143.89999389648438,21.34000015258789,62.29999923706055,37.5,78.54000091552734,34.790000915527344,25.25,21.489999771118164,16.489999771118164,62.130001068115234,54.369998931884766,75.27999877929688,35.880001068115234,32.209999084472656,18.8700008392334,53.7400016784668,33.68000030517578
2010-11-29,84.22000122070312,43.33000183105469,45.26714324951172,64.36000061035156,83.66999816894531,81.69000244140625,19.440000534057617,31.69499969482422,36.41999816894531,,69.44999694824219,159.27999877929688,30.690000534057617,142.88999938964844,21.329999923706055,61.90999984741211,37.90999984741211,78.26000213623047,34.689998626708984,25.309999465942383,21.290000915527344,16.559999465942383,62.130001068115234,54.18000030517578,74.80000305175781,36.59000015258789,31.899999618530273,18.547500610351562,53.849998474121094,34.79999923706055
2010-11-30,83.9800033569336,43.220001220703125,44.45000076293945,63.77000045776367,84.5999984741211,80.97000122070312,19.15999984741211,31.584999084472656,36.5099983215332,,69.55999755859375,156.13999938964844,30.209999084472656,141.4600067138672,21.15999984741211,61.54999923706055,37.400001525878906,78.30000305175781,34.470001220703125,25.260000228881836,21.532499313354492,16.299999237060547,61.06999969482422,53.9900016784668,75.2699966430664,36.52000045776367,32.0099983215332,18.462499618530273,54.09000015258789,34.849998474121094
2010-12-01,86.05000305175781,44.29999923706055,45.20000076293945,65.72000122070312,87.44999694824219,82.69999694824219,19.31999969482422,32.349998474121094,37.119998931884766,,71.33000183105469,158.4499969482422,31.610000610351562,144.41000366210938,21.479999542236328,62.41999816894531,38.150001525878906,79.29000091552734,35.060001373291016,26.040000915527344,21.90999984741211,16.700000762939453,62.150001525878906,54.88999938964844,78.26000213623047,37.66999816894531,32.349998474121094,18.80500030517578,54.70000076293945,35.66999816894531
2010-12-02,86.51000213623047,44.97999954223633,45.45000076293945,66.58999633789062,88.62000274658203,84.5,19.219999313354492,32.45000076293945,37.34000015258789,,71.4800033569336,162.5,33.36000061035156,145.17999267578125,21.700000762939453,62.599998474121094,39.310001373291016,79.37999725341797,35.220001220703125,26.889999389648438,21.957500457763672,16.690000534057617,62.36000061035156,55.11000061035156,78.69999694824219,38.04999923706055,32.7400016784668,19.25,54.75,36.11000061035156
2010-12-03,86.94000244140625,44.880001068115234,45.34857177734375,66.54000091552734,89.37999725341797,84.88999938964844,19.06999969482422,32.25,37.59000015258789,,71.19000244140625,162.30999755859375,33.47999954223633,145.3800048828125,21.690000534057617,62.560001373291016,39.61000061035156,79.76000213623047,35.29999923706055,27.020000457763672,21.88249969482422,16.719999313354492,62.33000183105469,54.86000061035156,78.73999786376953,37.81999969482422,32.900001525878906,19.337499618530273,54.619998931884766,36.86000061035156
2010-12-06,86.87999725341797,45.0,45.735713958740234,66.58999633789062,89.19999694824219,84.94999694824219,19.43000030517578,31.9950008392334,37.560001373291016,,71.30999755859375,162.64999389648438,33.34000015258789,144.99000549316406,21.700000762939453,62.20000076293945,39.900001525878906,79.58000183105469,35.25,26.84000015258789,21.9325008392334,16.809999465942383,62.060001373291016,55.02000045776367,78.41000366210938,37.290000915527344,32.88999938964844,19.577499389648438,54.4900016784668,36.349998474121094
2010-12-07,84.19000244140625,44.779998779296875,45.45857238769531,66.2300033569336,90.3499984741211,86.30000305175781,19.389999389648438,32.06999969482422,37.33000183105469,,71.45999908447266,161.58999633789062,33.54999923706055,144.02000427246094,21.579999923706055,62.310001373291016,39.25,80.33999633789062,35.369998931884766,26.8700008392334,21.797500610351562,16.770000457763672,62.150001525878906,54.84000015258789,78.54000091552734,36.77000045776367,32.95000076293945,19.219999313354492,55.09000015258789,36.220001220703125
2010-12-08,84.68000030517578,45.630001068115234,45.85857009887695,65.18000030517578,89.62000274658203,86.13999938964844,19.350000381469727,32.19499969482422,36.970001220703125,,71.8499984741211,166.13999938964844,34.029998779296875,144.97999572753906,21.81999969482422,62.45000076293945,40.2599983215332,78.73999786376953,35.400001525878906,27.229999542236328,21.829999923706055,16.719999313354492,62.630001068115234,55.060001373291016,77.69000244140625,36.84000015258789,32.97999954223633,19.485000610351562,54.4900016784668,36.470001220703125
